"Excel Table 1: Differentially methylatied positions (p < 0.05) within the Chile PBMC study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg00311360,-0.27,0.01623011203,0.78,1.00,chr1,225976407,SRP9;SRP9,Body;3'UTR
cg26009944,-0.20,0.01623185556,0.78,1.00,chr1,52210504,OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9,5'UTR;Body;Body;5'UTR;Body;5'UTR;Body
cg01597255,0.20,0.01623494498,0.78,1.00,chr12,56583490,SMARCC2;SMARCC2;SMARCC2,TSS200;TSS200;TSS200
cg09759340,-0.15,0.01623731803,0.78,1.00,chr10,6023242,,
cg08682559,-0.16,0.0162391653,0.78,1.00,chr12,50532335,CERS5;CERS5;CERS5;CERS5;CERS5;CERS5,ExonBnd;ExonBnd;ExonBnd;Body;Body;Body
cg04971418,-0.16,0.01623944848,0.78,1.00,chr5,93954596,C5orf36;C5orf36;ANKRD32,TSS1500;TSS1500;5'UTR
cg15405266,-0.15,0.01624021233,0.78,1.00,chr1,20395655,PLA2G5,TSS1500
cg18721910,0.26,0.01624038643,0.78,1.00,chr19,29511561,,
cg01889048,-0.18,0.01624255865,0.78,1.00,chr2,46860019,,
cg17752576,-0.15,0.01624284419,0.78,1.00,chr1,98336448,DPYD;DPYD,Body;Body
cg00498163,-0.17,0.01624479491,0.78,1.00,chr2,242821619,,
cg02554810,0.27,0.01624484005,0.78,1.00,chr11,64795040,SNX15;SNX15,1stExon;1stExon
cg13217204,0.23,0.01624488628,0.78,1.00,chr7,34891196,NPSR1;NPSR1,Body;Body
cg07285807,0.21,0.01624536135,0.78,1.00,chr3,49235826,CCDC36;CCDC36,TSS200;TSS1500
cg18743305,-0.16,0.01624557969,0.78,1.00,chr3,108115132,MYH15,Body
cg25772656,-0.15,0.01624561292,0.78,1.00,chr8,66595108,MTFR1;MTFR1;MTFR1,Body;Body;Body
cg22528076,0.22,0.01624577706,0.78,1.00,chr8,57068277,,
cg05970437,-0.19,0.01624708577,0.78,1.00,chr19,1864622,KLF16,TSS1500
cg12301835,0.28,0.01624757945,0.78,1.00,chr4,175147391,,
cg05250615,-0.15,0.0162523352,0.78,1.00,chr1,152986455,,
cg05350293,-0.45,0.01625305688,0.78,1.00,chr16,89119002,,
cg01208860,-0.15,0.01625447181,0.78,1.00,chr7,72217229,TYW1B,Body
cg21598297,0.14,0.01625463416,0.78,1.00,chr4,113020865,,
cg18521518,-0.19,0.01625557232,0.78,1.00,chr7,140201836,,
cg27153655,0.25,0.01625757582,0.78,1.00,chr14,94760403,SERPINA10;SERPINA10,TSS1500;TSS1500
cg26979088,-0.29,0.01625809924,0.78,1.00,chr7,64713193,,
cg22063943,0.28,0.01625951844,0.78,1.00,chr6,51468598,,
cg15250295,-0.15,0.01626209419,0.78,1.00,chr3,196725130,,
cg19756786,-0.13,0.01626373511,0.78,1.00,chr14,22939357,,
cg27122725,0.27,0.01626603545,0.78,1.00,chr5,142781723,NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg14919130,-0.17,0.01626669216,0.78,1.00,chr6,129250687,LAMA2;LAMA2,Body;Body
cg20166548,-0.22,0.01626862526,0.78,1.00,chr17,29650042,EVI2A;EVI2A;NF1;NF1,TSS1500;TSS1500;Body;Body
cg03531754,-0.25,0.01626872629,0.78,1.00,chr8,124194312,FAM83A;FAM83A,TSS1500;TSS1500
cg22367970,0.25,0.01626891202,0.78,1.00,chr1,155826954,GON4L;GON4L;GON4L;GON4L,1stExon;5'UTR;5'UTR;1stExon
cg03640203,-0.17,0.01626974105,0.78,1.00,chr20,61145529,C20orf200,5'UTR
cg15514496,0.22,0.016270783,0.78,1.00,chr18,12287561,,
cg23062006,-0.24,0.01627211455,0.78,1.00,chr11,46940220,LRP4,TSS200
cg01809854,0.17,0.01627413551,0.78,1.00,chr13,24118951,,
cg14638322,0.27,0.01627713007,0.78,1.00,chr2,237015243,AGAP1;AGAP1,Body;Body
cg03239178,0.26,0.01627775556,0.78,1.00,chr12,103358881,,
cg19476597,-0.28,0.01627858532,0.78,1.00,chr18,47794792,,
cg02469539,0.23,0.01627890396,0.78,1.00,chr12,107117129,RFX4;RFX4;RFX4,Body;Body;Body
cg22644217,-0.19,0.01628018068,0.78,1.00,chr11,71256607,,
cg15769343,-0.21,0.01628069586,0.78,1.00,chr12,120835663,,
cg05286833,0.18,0.01628150507,0.78,1.00,chr20,20038172,CRNKL1;CRNKL1;CRNKL1;CRNKL1;CFAP61;CFAP61,TSS1500;TSS1500;TSS1500;TSS1500;Body;Body
cg19577312,-0.18,0.01628279818,0.78,1.00,chr10,126108316,OAT,TSS1500
cg08271229,0.25,0.01628387354,0.78,1.00,chr1,2222674,SKI,Body
cg13820942,-0.26,0.01628400014,0.78,1.00,chr1,109642776,SCARNA2,TSS200
cg20712820,-0.19,0.01628527194,0.78,1.00,chr7,27160276,HOXA3;HOXA3,5'UTR;TSS1500
cg05211942,-0.16,0.01628632463,0.78,1.00,chr1,200112467,NR5A2;NR5A2;NR5A2,Body;Body;Body
cg05531028,-0.19,0.01628679956,0.78,1.00,chr10,127445248,EDRF1;EDRF1;EDRF1;EDRF1;EDRF1,Body;Body;Body;Body;Body
cg01629716,0.37,0.0162877875,0.78,1.00,chr15,45996671,,
cg19571034,0.23,0.01628800509,0.78,1.00,chr11,125462736,STT3A,TSS200
cg07665877,-0.19,0.01628823857,0.78,1.00,chr4,189456103,LINC01060,Body
cg21532325,0.48,0.01628984444,0.78,1.00,chr7,151107400,WDR86,TSS1500
cg10543079,0.19,0.0162906857,0.78,1.00,chr1,240275217,FMN2;FMN2,Body;Body
cg13324057,-0.25,0.01629092466,0.78,1.00,chr7,28894057,,
cg15783011,-0.25,0.01629286314,0.78,1.00,chr14,22962848,,
cg08943923,-0.18,0.01629337278,0.78,1.00,chr9,131841700,,
cg16737416,0.25,0.01629398355,0.78,1.00,chr8,143845999,LYNX1;LYNX1,3'UTR;3'UTR
cg17940762,-0.20,0.01629603597,0.78,1.00,chr5,126362092,March3,5'UTR
cg00570618,-0.46,0.01629731051,0.78,1.00,chr8,81143035,,
cg00594334,-0.16,0.01629849634,0.78,1.00,chr7,152343365,,
cg04585185,-0.15,0.01629901216,0.78,1.00,chr21,17961737,C21orf34;MIR125B2;C21orf34,Body;TSS1500;Body
cg25266256,-0.17,0.01630047986,0.78,1.00,chr7,23255854,,
cg15981958,0.18,0.01630080968,0.78,1.00,chr16,22012956,PDZD9;PDZD9,TSS1500;TSS1500
cg06010720,-0.15,0.01630261601,0.78,1.00,chr15,63368982,,
cg12028842,-0.15,0.01630447116,0.78,1.00,chr19,30305374,CCNE1;CCNE1,Body;Body
cg14406258,-0.25,0.01630640337,0.78,1.00,chr8,131815053,ADCY8,Body
cg23098811,-0.12,0.01630904558,0.78,1.00,chr1,215450695,,
cg09011746,-0.16,0.01630943445,0.78,1.00,chr16,71316773,FTSJD1;FTSJD1,3'UTR;3'UTR
cg00377772,-0.19,0.01630989884,0.78,1.00,chr18,43303788,SLC14A1;SLC14A1;SLC14A1;SLC14A1;SLC14A1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg06870764,0.34,0.01631054652,0.78,1.00,chr1,110333590,,
cg22670782,0.30,0.01631061995,0.78,1.00,chr11,33676591,KIAA1549L,Body
cg26528298,0.19,0.01631062025,0.78,1.00,chr6,112375206,WISP3;WISP3,TSS200;TSS200
cg11942327,0.22,0.0163111866,0.78,1.00,chr13,87563396,,
cg25147187,0.14,0.01631169039,0.78,1.00,chr17,6367246,PITPNM3;PITPNM3,Body;Body
cg22324696,0.19,0.01631203273,0.78,1.00,chr7,5253987,WIPI2;WIPI2;WIPI2;WIPI2;WIPI2;WIPI2,1stExon;Body;Body;5'UTR;Body;Body
cg17297328,-0.30,0.01631223317,0.78,1.00,chr1,108743728,SLC25A24,TSS1500
cg22050897,-0.19,0.01631361783,0.78,1.00,chr2,236840170,AGAP1;AGAP1,Body;Body
cg05797937,-0.21,0.01631434754,0.78,1.00,chr10,102280551,SEC31B,TSS1500
cg23856437,-0.22,0.01631600976,0.78,1.00,chr16,31484368,TGFB1I1;TGFB1I1;TGFB1I1,Body;5'UTR;TSS200
cg06417644,0.19,0.01631776713,0.78,1.00,chr16,28081331,,
cg23295942,-0.18,0.01631830894,0.78,1.00,chr5,139982571,,
cg08372085,-0.19,0.01631989444,0.78,1.00,chr15,99984092,,
cg05153820,0.25,0.01631994554,0.78,1.00,chr5,149829439,RPS14;RPS14;RPS14,TSS200;TSS200;TSS200
cg25945322,-0.16,0.01632012178,0.78,1.00,chr11,73802588,C2CD3;C2CD3,Body;Body
cg13892980,-0.17,0.01632170696,0.78,1.00,chr15,40545143,PAK6;PAK6;C15orf56;PAK6,5'UTR;5'UTR;TSS200;5'UTR
cg06599124,-0.19,0.01632180115,0.78,1.00,chr12,39497307,,
cg04419856,-0.18,0.01632415146,0.78,1.00,chr6,31599955,BAT2,Body
cg03781042,-0.23,0.01632425843,0.78,1.00,chr19,46848863,PPP5C;PPP5C,TSS1500;TSS1500
cg12645881,-0.15,0.01632456923,0.78,1.00,chr8,27147426,TRIM35;TRIM35,Body;Body
cg24225355,-0.21,0.01632547961,0.78,1.00,chr21,38861027,DYRK1A;DYRK1A;DYRK1A;DYRK1A,Body;Body;Body;Body
cg15988173,-0.15,0.01632549606,0.78,1.00,chr6,88116491,C6orf165,TSS1500
cg09443484,-0.14,0.01632561301,0.78,1.00,chr11,33673943,C11orf41,Body
cg19456938,-0.26,0.01632583791,0.78,1.00,chr3,114012806,TIGIT,TSS200
cg02060460,-0.17,0.01632624027,0.78,1.00,chr17,80164137,CCDC57,5'UTR
cg06482830,-0.25,0.01632768504,0.78,1.00,chr16,1186203,,
cg10200001,0.26,0.0163297607,0.78,1.00,chr16,22304676,,
cg03187338,0.17,0.01633026645,0.78,1.00,chr6,33698486,IP6K3;IP6K3,Body;Body
cg19323951,0.43,0.01633229637,0.78,1.00,chr11,64993076,SLC22A20,Body
cg22123855,-0.14,0.01633410385,0.78,1.00,chr3,23988782,NR1D2;NR1D2;NR1D2,5'UTR;Body;Body
cg18005828,0.27,0.01633489558,0.78,1.00,chr10,120031911,,
cg22104933,-0.23,0.01633501569,0.78,1.00,chr4,152679538,PET112L,Body
cg23528237,-0.15,0.01633664718,0.78,1.00,chr22,39126505,GTPBP1,Body
cg26070751,-0.23,0.01633681601,0.78,1.00,chr5,1959916,,
cg15804598,-0.13,0.01633715181,0.78,1.00,chr17,43224418,HEXIM1,TSS1500
cg10492396,0.34,0.01633792925,0.78,1.00,chr6,81400596,,
cg12159189,0.55,0.01634048116,0.78,1.00,chr22,17850521,,
cg17289084,0.25,0.01634307755,0.78,1.00,chr1,22600632,,
cg16970628,0.22,0.01634559004,0.78,1.00,chr12,128796424,TMEM132C,Body
cg03559173,0.72,0.01634606332,0.78,1.00,chr1,174937422,RABGAP1L;RABGAP1L,Body;Body
cg13315450,0.26,0.01634666982,0.78,1.00,chr2,220114289,STK16;STK16,Body;3'UTR
cg25205727,0.15,0.01634940214,0.78,1.00,chr13,113992391,GRTP1,Body
cg12040830,0.60,0.01634991982,0.78,1.00,chr11,112833773,NCAM1;NCAM1;NCAM1,Body;Body;Body
cg15747474,-0.15,0.01635007233,0.78,1.00,chr2,234451280,USP40,Body
cg03536038,0.19,0.01635164861,0.78,1.00,chr2,201762619,NIF3L1;NIF3L1;NIF3L1;NIF3L1,Body;Body;Body;Body
cg10511332,-0.16,0.01635227368,0.78,1.00,chr1,51166032,FAF1,Body
cg19112236,-0.21,0.01635696833,0.78,1.00,chr7,70311532,,
cg02413470,0.19,0.01635722833,0.78,1.00,chr4,72975670,NPFFR2;NPFFR2;NPFFR2,5'UTR;Body;Body
cg12473697,0.22,0.01635888987,0.78,1.00,chr1,2205770,SKI,Body
cg23010693,-0.19,0.01636228837,0.78,1.00,chr14,103911341,MARK3;MARK3;MARK3;MARK3;MARK3,Body;Body;Body;Body;Body
cg08677210,-0.21,0.01636370666,0.78,1.00,chr17,55550613,MSI2;MSI2,Body;Body
cg16956543,0.27,0.01636372695,0.78,1.00,chr22,45404883,PHF21B;PHF21B;PHF21B;PHF21B,TSS200;TSS200;Body;Body
cg07367928,-0.15,0.01636383813,0.78,1.00,chr14,69695316,EXD2;EXD2;EXD2;EXD2;EXD2;EXD2;EXD2,5'UTR;Body;Body;Body;Body;Body;Body
cg08872013,0.19,0.01636486759,0.78,1.00,chr11,133229157,OPCML,Body
cg08148618,-0.14,0.0163682937,0.78,1.00,chr8,120432572,NOV,Body
cg21163960,-0.38,0.01636903546,0.78,1.00,chr11,35441777,SLC1A2,TSS1500
cg23344003,0.18,0.0163693048,0.78,1.00,chr12,118196624,KSR2,Body
cg03558921,-0.30,0.01636969629,0.78,1.00,chr11,119184896,MCAM;MIR6756,Body;TSS1500
cg21610221,-0.37,0.01637110087,0.78,1.00,chr15,93722499,,
cg26747317,0.30,0.0163743708,0.78,1.00,chr6,31829793,NEU1,Body
cg14572485,0.15,0.01637547337,0.78,1.00,chr17,66244196,AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2;AMZ2,1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR
cg12146909,-0.18,0.01637740847,0.78,1.00,chr7,156951457,UBE3C,Body
cg02730994,0.15,0.01637879346,0.78,1.00,chr1,201798408,IPO9;IPO9-AS1,1stExon;Body
cg13281195,0.19,0.01637910161,0.78,1.00,chr2,121529622,,
cg10298221,-0.13,0.01638178609,0.78,1.00,chr6,7198385,RREB1;RREB1;RREB1;RREB1,Body;Body;Body;Body
cg25015416,-0.16,0.01638337856,0.78,1.00,chr17,40125608,CNP,Body
cg08711281,0.17,0.01638488338,0.78,1.00,chr6,30908302,DPCR1,TSS1500
cg03479706,-0.17,0.01638618238,0.78,1.00,chr3,141297081,RASA2;RASA2;RASA2,Body;Body;Body
cg14153681,-0.79,0.01638702746,0.78,1.00,chr9,94620411,ROR2,Body
cg10356080,0.16,0.01638784301,0.78,1.00,chr20,11478552,,
cg26097182,-0.16,0.01638820267,0.78,1.00,chr6,112374427,WISP3;WISP3,TSS1500;TSS1500
cg13453168,0.17,0.01638827143,0.78,1.00,chr10,129845660,PTPRE;PTPRE,TSS200;Body
cg13727085,-0.37,0.01638884112,0.78,1.00,chr10,134823902,,
cg25535106,-0.20,0.01639033107,0.78,1.00,chr2,27549046,GTF3C2;GTF3C2,3'UTR;3'UTR
cg11377086,0.24,0.01639091219,0.78,1.00,chr11,117699436,FXYD2;FXYD6-FXYD2;FXYD6-FXYD2,TSS1500;Body;Body
cg06998847,0.19,0.01639125068,0.78,1.00,chr16,17727172,,
cg11603107,-0.24,0.0163933056,0.78,1.00,chr17,39297098,KRTAP4-6,TSS1500
cg27232284,-0.27,0.01639484061,0.78,1.00,chr14,22992066,,
cg12465353,0.18,0.01639522757,0.78,1.00,chr1,10490637,APITD1;APITD1;APITD1,Body;TSS200;Body
cg05471484,-0.18,0.01639543486,0.78,1.00,chr2,33954347,MYADML,TSS1500
cg26126690,-0.18,0.01639674044,0.78,1.00,chr3,134056973,,
cg04602454,0.22,0.01639681419,0.78,1.00,chr2,43152410,,
cg02212921,-0.16,0.01639754183,0.78,1.00,chr7,139541723,TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1,Body;Body;Body;Body;Body;5'UTR
cg05932979,0.25,0.01639849783,0.78,1.00,chr2,119638803,,
cg05614378,-0.21,0.01639919622,0.78,1.00,chr5,7886711,MTRR;MTRR;MTRR;MTRR,ExonBnd;ExonBnd;Body;Body
cg18720533,0.17,0.01639994071,0.78,1.00,chr10,134833372,,
cg16910124,0.23,0.01640124736,0.78,1.00,chr1,220964827,MARC1;MARC1,ExonBnd;Body
cg15356180,-0.22,0.01640263399,0.78,1.00,chr10,74317114,MICU1;MICU1,Body;Body
cg18608219,-0.14,0.01640283871,0.78,1.00,chr20,11800608,LINC00687,Body
cg07060006,0.17,0.01640306604,0.78,1.00,chr15,60296469,FOXB1;FOXB1,5'UTR;1stExon
cg15357273,-0.28,0.01640407673,0.78,1.00,chr3,191090673,CCDC50;CCDC50,Body;Body
cg26780908,-0.16,0.01640481416,0.78,1.00,chr12,10152884,CLEC1B;CLEC1B,TSS1500;TSS1500
cg06410974,-0.26,0.01640530986,0.78,1.00,chr3,101547689,NFKBIZ,5'UTR
cg01414572,0.23,0.01640924695,0.78,1.00,chr12,5248588,,
cg27109106,-0.37,0.01640966173,0.78,1.00,chr5,141294040,,
cg13894747,-0.18,0.01641005876,0.78,1.00,chr1,25346259,,
cg08273360,0.19,0.01641008762,0.78,1.00,chr14,59052800,,
cg03858006,0.30,0.01641077257,0.78,1.00,chr16,70673349,IL34;IL34;IL34,5'UTR;5'UTR;5'UTR
cg12896505,-0.22,0.01641309033,0.78,1.00,chr6,109244969,ARMC2;ARMC2-AS1;ARMC2,Body;Body;Body
cg04478430,-0.14,0.01641396999,0.78,1.00,chr10,120804082,EIF3A,Body
cg11643848,0.23,0.01641658023,0.78,1.00,chr6,36561834,SFRS3,TSS1500
cg26525074,-0.16,0.01641742895,0.78,1.00,chr19,37349824,ZNF345;ZNF345;ZNF345;ZNF345;ZNF345;ZNF345,5'UTR;5'UTR;5'UTR;Body;5'UTR;5'UTR
cg12391198,0.38,0.01641746768,0.78,1.00,chr5,125475774,,
cg24286764,-0.15,0.01641962259,0.78,1.00,chr1,174923861,LOC101928696;RABGAP1L;RABGAP1L;RABGAP1L;RABGAP1L,TSS1500;Body;Body;Body;Body
cg17451493,-0.21,0.01642029112,0.78,1.00,chr10,131132745,,
cg00788895,0.26,0.0164211232,0.78,1.00,chr17,41023839,,
cg02252512,-0.32,0.0164242389,0.78,1.00,chr11,47339900,MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg25722178,-0.16,0.01642433505,0.78,1.00,chr4,113571675,LARP7;LARP7,Body;Body
cg00317728,0.45,0.01642445304,0.78,1.00,chr7,130126188,MEST;MEST;MEST;MEST;MEST;MEST,1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR
cg12777862,-0.30,0.01642809344,0.78,1.00,chr16,31548756,,
cg08581745,-0.16,0.01642916777,0.78,1.00,chr10,17050868,CUBN,Body
cg09128430,-0.14,0.01642957344,0.78,1.00,chr21,45323802,AGPAT3,5'UTR
cg01546106,0.31,0.01642995232,0.78,1.00,chr3,175052712,NAALADL2,Body
cg22322798,0.19,0.01643004964,0.78,1.00,chr19,47852320,DHX34,TSS1500
cg09962925,0.15,0.01643042538,0.78,1.00,chr16,86228639,,
cg10037749,0.27,0.01643111332,0.78,1.00,chr8,64599706,,
cg20883174,-0.16,0.01643324667,0.78,1.00,chr2,145260010,ZEB2;ZEB2,Body;Body
cg16918763,-0.29,0.01643516093,0.78,1.00,chr20,47401017,PREX1,Body
cg21378273,-0.15,0.01643751719,0.78,1.00,chr6,44420182,,
cg03089651,0.27,0.01643762387,0.78,1.00,chr1,161039695,ARHGAP30;ARHGAP30;ARHGAP30;ARHGAP30,1stExon;5'UTR;5'UTR;1stExon
cg06069877,0.25,0.01643842511,0.78,1.00,chr22,49690911,,
cg11613310,-0.13,0.01643856383,0.78,1.00,chr22,38326590,MICALL1,Body
cg15053726,0.21,0.01643956708,0.78,1.00,chr8,80942339,MRPS28,1stExon
cg05606767,-0.16,0.0164397997,0.78,1.00,chr12,27917375,LOC100133893,Body
cg06308225,-0.18,0.01644593663,0.78,1.00,chr1,214531221,PTPN14,3'UTR
cg19871361,0.32,0.01644701291,0.78,1.00,chr10,11505280,USP6NL;USP6NL,Body;Body
cg27170837,-0.12,0.01645626012,0.78,1.00,chr6,86339171,SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP,Body;Body;Body;Body;Body;Body;Body
cg10003463,0.19,0.01645739187,0.78,1.00,chr20,36520819,,
cg10088939,-0.16,0.01645772782,0.78,1.00,chr7,99101050,ZKSCAN5,TSS1500
cg04398308,0.28,0.01645777253,0.78,1.00,chr10,97557135,ENTPD1;ENTPD1-AS1;ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1,Body;Body;5'UTR;Body;5'UTR;5'UTR;Body;Body
cg02616947,-0.59,0.01645878483,0.78,1.00,chr10,102822508,KAZALD1,Body
cg07868885,-0.19,0.01645990992,0.78,1.00,chr5,177631499,HNRNPAB;HNRNPAB,TSS200;TSS200
cg01661988,-0.20,0.01646025151,0.78,1.00,chr17,42093151,TMEM101;TMEM101;TMEM101,5'UTR;5'UTR;TSS1500
cg00834585,-0.23,0.0164618632,0.78,1.00,chr6,99396115,FBXL4;FBXL4;FBXL4;FBXL4,TSS1500;TSS1500;TSS1500;TSS1500
cg11365449,-0.21,0.0164652508,0.78,1.00,chr11,66313673,ZDHHC24;ACTN3,TSS200;TSS1500
cg12412075,-0.30,0.01646614246,0.78,1.00,chr19,49618425,LIN7B,Body
cg16678504,-0.18,0.01646718341,0.78,1.00,chr17,42102454,,
cg12187049,-0.21,0.01646757555,0.78,1.00,chr5,70882888,MCCC2,TSS1500
cg05702218,-0.24,0.01646788062,0.78,1.00,chr1,174843909,RABGAP1L;RABGAP1L,TSS1500;Body
cg18264330,-0.25,0.01646801668,0.78,1.00,chr2,154334294,RPRM;RPRM,3'UTR;1stExon
cg01990849,-0.18,0.01646835568,0.78,1.00,chr16,75320806,,
cg17212489,-0.18,0.01646841774,0.78,1.00,chr19,7150399,INSR;INSR,Body;Body
cg10927407,0.17,0.01647091422,0.78,1.00,chr17,18761852,PRPSAP2,5'UTR
cg24628314,-0.18,0.01647371064,0.78,1.00,chr11,9479863,,
cg01702496,0.25,0.01647435693,0.78,1.00,chr7,66310092,LOC729156,TSS1500
cg12332172,-0.20,0.01647497493,0.78,1.00,chr10,90583303,ANKRD22,Body
cg20859150,-0.27,0.01647596102,0.78,1.00,chr7,140395318,NDUFB2;NDUFB2-AS1,TSS1500;Body
cg11191555,0.17,0.01647606534,0.78,1.00,chr5,177895442,COL23A1,Body
cg01627436,0.28,0.01647667138,0.78,1.00,chr15,78472529,ACSBG1;ACSBG1,Body;Body
cg06707765,0.20,0.01647791858,0.78,1.00,chr8,11604273,GATA4,Body
cg15663484,-0.22,0.01648151417,0.78,1.00,chr20,37679224,,
cg00625768,-0.20,0.01648195729,0.78,1.00,chr14,54936650,,
cg26708214,0.28,0.01648243666,0.78,1.00,chr5,38599561,LIFR-AS1;LIFR-AS1,Body;Body
cg07900259,0.20,0.01648319827,0.78,1.00,chr19,39264646,LGALS7,TSS1500
cg08564344,0.21,0.01648348191,0.78,1.00,chr18,61621662,HMSD,Body
cg21759797,0.57,0.01648447626,0.78,1.00,chr6,30028970,ZNRD1;NCRNA00171;ZNRD1,TSS200;TSS200;TSS200
cg08670906,0.29,0.01648500705,0.78,1.00,chr6,1604081,,
cg07813031,-0.24,0.01648509088,0.78,1.00,chr1,61298421,,
cg20384132,-0.24,0.01648518229,0.78,1.00,chr5,36302349,RANBP3L;RANBP3L,TSS1500;TSS1500
cg19964325,0.34,0.01648673216,0.78,1.00,chr2,102690795,IL1R1,5'UTR
cg13372683,0.22,0.01648864787,0.78,1.00,chr16,12183789,SNX29,Body
cg22711274,0.18,0.0164888136,0.78,1.00,chr10,70091418,HNRNPH3;PBLD;PBLD;HNRNPH3,TSS1500;5'UTR;5'UTR;TSS1500
cg09385032,0.27,0.01649069954,0.78,1.00,chr19,32252709,,
cg11736112,-0.20,0.0164912693,0.78,1.00,chr7,29305924,CHN2,Body
cg17420463,-0.18,0.01649133219,0.78,1.00,chr3,185046594,MAP3K13;MAP3K13,5'UTR;Body
cg18973238,0.27,0.01649655743,0.78,1.00,chr1,64169293,,
cg13559022,-0.16,0.01649759572,0.78,1.00,chr12,54117783,CALCOCO1;CALCOCO1;CALCOCO1,Body;Body;Body
cg03571320,-0.22,0.01649767812,0.78,1.00,chr9,139582389,AGPAT2;AGPAT2,TSS1500;TSS1500
cg12861996,-0.23,0.01649811944,0.78,1.00,chr2,145361827,,
cg00449364,0.23,0.01650007031,0.78,1.00,chr4,7283551,SORCS2,Body
cg22837714,0.22,0.01650150556,0.78,1.00,chr2,198120525,,
cg11389764,0.18,0.01650545312,0.78,1.00,chr12,101111593,,
cg16384758,0.19,0.01650694382,0.78,1.00,chr12,54151565,CISTR,TSS1500
cg02645285,0.31,0.01651212226,0.78,1.00,chr11,83527805,DLG2;DLG2;DLG2;DLG2;DLG2,Body;Body;Body;Body;Body
cg10360511,-0.20,0.01651238707,0.78,1.00,chr15,65136940,PLEKHO2;PLEKHO2,Body;Body
cg01295782,-0.20,0.01651338561,0.78,1.00,chr3,71739283,EIF4E3;EIF4E3;EIF4E3;EIF4E3,Body;Body;Body;Body
cg06178085,0.23,0.01651458952,0.78,1.00,chr16,75564221,CHST5,Body
cg23804023,0.30,0.01651584015,0.78,1.00,chr22,49767416,,
cg01238485,0.29,0.01651700957,0.78,1.00,chr15,88843176,,
cg20369492,0.20,0.01651799843,0.78,1.00,chr16,31500958,SLC5A2;SLC5A2;C16orf58,Body;Body;3'UTR
cg17788850,-0.17,0.01651805174,0.78,1.00,chr5,1075539,SLC12A7,Body
cg04584635,-0.20,0.01651984898,0.78,1.00,chr11,9913249,LOC101928008;SBF2,Body;Body
cg03868353,0.24,0.01652063847,0.78,1.00,chr14,28191405,,
cg26053526,-0.14,0.01652300488,0.78,1.00,chr1,18609735,IGSF21,Body
cg07485769,-0.15,0.0165232587,0.78,1.00,chr14,71323515,,
cg09063395,-0.17,0.01652372247,0.78,1.00,chr15,91566548,VPS33B;VPS33B;VPS33B;LOC101926911;LOC101926911,TSS1500;TSS1500;TSS1500;ExonBnd;Body
cg13572629,-0.16,0.01652407519,0.78,1.00,chr6,52028396,,
cg00089550,-0.18,0.01652423129,0.78,1.00,chr11,57267181,SLC43A1,Body
cg04674658,-0.13,0.01652426189,0.78,1.00,chr3,187544537,,
cg00621750,-0.14,0.01652542633,0.78,1.00,chr3,39423954,SLC25A38,TSS1500
cg23185217,-0.18,0.01652547427,0.78,1.00,chr8,22852000,RHOBTB2;RHOBTB2,5'UTR;TSS1500
cg17892601,-0.17,0.01652712825,0.78,1.00,chr1,66723177,PDE4B;PDE4B;PDE4B,Body;Body;Body
cg19049213,-0.17,0.01652752339,0.78,1.00,chr2,179727043,CCDC141,Body
cg23773468,0.25,0.01652776246,0.78,1.00,chr19,51143195,SYT3;SYT3,TSS200;TSS200
cg00705077,0.33,0.01652793969,0.78,1.00,chr15,59980696,BNIP2,Body
cg02663230,0.27,0.0165280159,0.78,1.00,chr19,39109626,MAP4K1;EIF3K;MAP4K1,TSS1500;TSS200;TSS1500
cg01987820,-0.13,0.01652836121,0.78,1.00,chr15,77336325,,
cg08493904,-0.16,0.01652853687,0.78,1.00,chr2,70507416,PCYOX1,3'UTR
cg08176605,-0.21,0.01653115565,0.78,1.00,chr4,185329758,IRF2,Body
cg00905220,-0.17,0.01653123681,0.78,1.00,chr17,982154,ABR;ABR;ABR,Body;Body;Body
cg12511644,-0.37,0.01653201239,0.78,1.00,chr17,71188600,COG1,TSS1500
cg14922328,-0.14,0.01653436415,0.78,1.00,chr2,197080641,HECW2;HECW2,Body;Body
cg11508872,0.37,0.01653501763,0.78,1.00,chr9,123964527,RAB14,TSS200
