"Excel Table 5: Differentially variable positions (p < 0.05) within the Chile PBMC study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg07641963,0.17,0.004,0.716,1.000,chr19,18373805,KIAA1683;KIAA1683;KIAA1683,Body;Body;Body
cg10614045,-0.22,0.004,0.716,1.000,chr11,20182122,DBX1,TSS1500
cg03004999,-0.09,0.004,0.716,1.000,chr7,43152125,HECW1,TSS200
cg23505095,-0.12,0.004,0.716,1.000,chr12,8272886,,
cg09819513,0.18,0.004,0.716,1.000,chr1,16339847,,
cg13570815,-1.17,0.004,0.716,1.000,chr18,9674619,,
cg05645677,0.16,0.004,0.716,1.000,chr11,20621109,SLC6A5;SLC6A5,5'UTR;1stExon
cg16991858,0.11,0.004,0.716,1.000,chr1,244612113,ADSS,Body
cg16177076,0.11,0.004,0.716,1.000,chr4,103422427,NFKB1;NFKB1,TSS200;TSS200
cg18116813,0.13,0.004,0.716,1.000,chr6,91225725,MAP3K7;MAP3K7;MAP3K7;MAP3K7,3'UTR;3'UTR;3'UTR;3'UTR
cg16373357,-0.13,0.004,0.716,1.000,chr3,149455435,,
cg07671055,0.21,0.004,0.716,1.000,chr16,81970608,PLCG2,Body
cg13230996,-0.23,0.004,0.716,1.000,chr1,14277362,,
cg14643763,0.19,0.004,0.716,1.000,chr20,2153724,,
cg20970945,0.09,0.004,0.716,1.000,chr17,35972413,DDX52;DDX52,3'UTR;3'UTR
cg10501446,-0.15,0.004,0.716,1.000,chr4,3730756,,
cg06317933,0.10,0.004,0.716,1.000,chr3,16576953,LINC00690,TSS1500
cg08123100,-0.16,0.004,0.716,1.000,chr4,187148430,KLKB1,TSS1500
cg17332327,-0.19,0.004,0.716,1.000,chr12,5484967,,
cg09853043,0.19,0.004,0.716,1.000,chr8,74658628,STAU2;STAU2;STAU2;STAU2;STAU2;STAU2;STAU2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg01753013,-0.13,0.004,0.716,1.000,chr2,55195463,EML6,Body
cg26176550,-0.24,0.004,0.716,1.000,chr4,77172251,FAM47E-STBD1;FAM47E;FAM47E,TSS1500;TSS1500;Body
cg25040937,-0.23,0.004,0.716,1.000,chr10,113484557,,
cg04258133,-0.21,0.004,0.716,1.000,chr11,1953661,TNNT3;TNNT3;TNNT3;TNNT3,Body;Body;Body;Body
cg06670013,0.15,0.004,0.716,1.000,chr17,38842521,,
cg12874232,-0.25,0.004,0.716,1.000,chr17,48282918,,
cg24553058,0.11,0.004,0.716,1.000,chr2,113831203,IL1F10;IL1F10,Body;Body
cg24056123,-0.19,0.004,0.716,1.000,chr13,24889485,C1QTNF9;C1QTNF9;C1QTNF9,5'UTR;5'UTR;5'UTR
cg08494619,0.13,0.004,0.716,1.000,chr1,47139970,EFCAB14-AS1;EFCAB14-AS1,Body;Body
cg12877455,-0.24,0.004,0.716,1.000,chr2,85830484,TMEM150A;TMEM150A;USP39,TSS1500;TSS1500;Body
cg21396646,-0.27,0.004,0.716,1.000,chr1,234039761,SLC35F3,TSS1500
cg02219409,-0.11,0.004,0.716,1.000,chr20,58530235,,
cg26104428,0.16,0.004,0.716,1.000,chr21,40817303,SH3BGR;LCA5L,TSS1500;TSS1500
cg09602571,0.25,0.004,0.716,1.000,chr13,50511434,SPRYD7;SPRYD7;SPRYD7,TSS1500;TSS1500;TSS1500
cg08237614,-0.22,0.004,0.716,1.000,chr3,9813125,CAMK1,TSS1500
cg01703840,0.15,0.004,0.716,1.000,chr16,67866251,CENPT,Body
cg01329362,-0.17,0.004,0.716,1.000,chr7,12618794,SCIN,Body
cg00977744,-0.12,0.004,0.716,1.000,chr17,27139688,C17orf63;C17orf63,5'UTR;5'UTR
cg22078781,0.46,0.004,0.716,1.000,chr4,184642694,,
cg10878944,-0.28,0.004,0.716,1.000,chr3,134092812,AMOTL2,5'UTR
cg26789922,0.13,0.004,0.716,1.000,chr6,30014872,NCRNA00171,Body
cg20714544,-0.18,0.004,0.716,1.000,chr21,34330768,,
cg05932600,-0.15,0.004,0.716,1.000,chr9,122931679,,
cg13468680,-0.09,0.004,0.716,1.000,chr9,139393050,NOTCH1,Body
cg19131143,0.11,0.004,0.716,1.000,chr16,80573443,DYNLRB2;DYNLRB2;DYNLRB2;DYNLRB2;LOC102724084,TSS1500;TSS1500;TSS1500;TSS1500;Body
cg13027493,-0.25,0.004,0.716,1.000,chr7,43153392,HECW1,5'UTR
cg05959797,0.12,0.004,0.716,1.000,chr8,21342705,,
cg00095846,0.12,0.004,0.716,1.000,chr5,139551088,,
cg00414512,-0.11,0.004,0.716,1.000,chr11,1891295,LSP1;LSP1;LSP1;LSP1;LSP1;LSP1,TSS1500;TSS1500;TSS200;Body;Body;5'UTR
cg18195628,0.14,0.004,0.716,1.000,chr11,73498948,MRPL48;MRPL48,1stExon;5'UTR
cg23240660,-0.25,0.004,0.716,1.000,chr3,108976352,,
cg08301526,-0.16,0.004,0.716,1.000,chr19,2740365,SLC39A3;SLC39A3,TSS1500;TSS1500
cg26342552,-0.18,0.004,0.716,1.000,chr8,1913424,,
cg14611757,0.12,0.004,0.716,1.000,chr11,1012211,AP2A2,3'UTR
cg05823146,0.11,0.004,0.716,1.000,chr10,99496860,ZFYVE27;ZFYVE27;ZFYVE27,TSS200;TSS200;TSS200
cg10496614,-0.09,0.004,0.716,1.000,chr4,3263249,C4orf44,Body
cg24199400,0.19,0.004,0.716,1.000,chr3,113160430,WDR52;WDR52,TSS200;TSS200
cg18930976,-0.26,0.004,0.716,1.000,chr10,131697980,EBF3,Body
cg24679695,0.18,0.004,0.716,1.000,chr2,9199102,,
cg06144675,0.15,0.004,0.716,1.000,chr7,83825108,SEMA3A,TSS1500
cg10964421,0.13,0.004,0.716,1.000,chr8,23021093,TNFRSF10D,Body
cg08240832,0.11,0.004,0.716,1.000,chr1,241791729,OPN3,Body
cg20469507,0.17,0.004,0.716,1.000,chr11,74323002,POLD3,Body
cg27310485,0.15,0.004,0.716,1.000,chr1,153536563,S100A2,5'UTR
cg21489885,-0.10,0.004,0.716,1.000,chr16,67282800,FHOD1;SLC9A5,TSS1500;TSS200
cg06586599,0.15,0.004,0.716,1.000,chr19,7587541,MCOLN1;MCOLN1,5'UTR;1stExon
cg08120188,-0.26,0.004,0.716,1.000,chr1,230495801,PGBD5,Body
cg21972293,-0.24,0.004,0.716,1.000,chr11,78615062,TENM4,Body
cg24053587,0.26,0.004,0.716,1.000,chr12,15476085,PTPRO;PTPRO,Body;Body
cg23028841,-0.15,0.004,0.716,1.000,chr6,65214835,EYS,Body
cg06812786,-0.20,0.004,0.716,1.000,chr11,133861924,,
cg10235275,-0.13,0.004,0.716,1.000,chr10,65225544,JMJD1C;JMJD1C;LOC84989,5'UTR;1stExon;Body
cg10021924,-0.30,0.004,0.716,1.000,chr12,131401275,,
cg14133557,-0.33,0.004,0.716,1.000,chr9,113802005,,
cg21232822,-0.20,0.004,0.716,1.000,chr2,28108393,RBKS;RBKS,5'UTR;Body
cg15172529,0.50,0.004,0.716,1.000,chr6,116783000,FAM26F,5'UTR
cg06398908,0.22,0.004,0.716,1.000,chr19,6108864,RFX2;RFX2,5'UTR;5'UTR
cg21680717,0.15,0.004,0.716,1.000,chr19,15490914,AKAP8;AKAP8L,TSS1500;3'UTR
cg14149893,-0.20,0.004,0.716,1.000,chr12,103278666,PAH,Body
cg09666977,0.23,0.004,0.716,1.000,chr2,6665312,,
cg24004924,-0.20,0.004,0.716,1.000,chr6,136592239,BCLAF1;BCLAF1;BCLAF1;BCLAF1,Body;Body;Body;Body
cg11013984,-0.18,0.004,0.716,1.000,chr10,45730944,,
cg21768014,0.21,0.004,0.716,1.000,chr8,2060983,MYOM2,Body
cg16693818,-0.16,0.004,0.716,1.000,chr17,32640541,,
cg13564087,0.23,0.004,0.717,1.000,chr19,56825799,,
cg13794530,0.22,0.004,0.717,1.000,chr7,158937494,VIPR2;VIPR2,1stExon;5'UTR
cg24846680,-0.33,0.004,0.717,1.000,chr1,228362309,C1orf69,Body
cg01414289,-0.13,0.004,0.717,1.000,chr12,94541990,PLXNC1,TSS1500
cg27521744,0.14,0.004,0.717,1.000,chr8,30412943,RBPMS;RBPMS;RBPMS,Body;Body;Body
cg04336610,-0.28,0.004,0.717,1.000,chr7,131310169,,
cg19032828,0.16,0.004,0.717,1.000,chr15,43803065,TP53BP1;RNU6-28P,TSS1500;Body
cg15993674,0.15,0.004,0.717,1.000,chr20,4667405,PRNP;PRNP;PRNP;PRNP;PRNP,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg07494888,-0.15,0.004,0.717,1.000,chr18,76465958,,
cg24499411,-0.25,0.004,0.717,1.000,chr7,47580247,TNS3,TSS1500
cg09064094,0.15,0.004,0.717,1.000,chr6,109771699,MICAL1;MICAL1;MICAL1,Body;Body;Body
cg26182263,-0.09,0.004,0.717,1.000,chr8,22224973,SLC39A14;SLC39A14;SLC39A14;SLC39A14,TSS200;5'UTR;5'UTR;5'UTR
cg21444670,0.13,0.004,0.717,1.000,chr17,57048710,PPM1E;PPM1E,Body;Body
cg12284265,-0.24,0.004,0.717,1.000,chr3,195453021,MUC20;MUC20;MUC20;MUC20,Body;Body;Body;Body
cg01017541,-0.17,0.004,0.717,1.000,chr7,127776461,,
cg20452215,0.10,0.004,0.717,1.000,chr18,6284896,L3MBTL4,Body
cg25520324,-0.19,0.004,0.717,1.000,chr14,23352253,REM2,TSS200
cg06813871,0.25,0.004,0.717,1.000,chr11,68325629,PPP6R3;PPP6R3;PPP6R3;PPP6R3;PPP6R3;PPP6R3,Body;Body;Body;Body;Body;Body
cg15316150,-0.16,0.004,0.717,1.000,chr5,11849706,CTNND2;CTNND2;CTNND2,Body;Body;5'UTR
cg16443812,0.41,0.004,0.717,1.000,chr22,50987294,KLHDC7B,1stExon
cg19378640,0.22,0.004,0.717,1.000,chr1,109656145,C1orf194;KIAA1324,Body;TSS1500
cg12932008,0.17,0.004,0.717,1.000,chr5,100136356,,
cg15404715,0.10,0.004,0.717,1.000,chr1,235806998,MIR5096;GNG4;GNG4;GNG4,Body;5'UTR;5'UTR;5'UTR
cg02138710,-0.21,0.004,0.717,1.000,chr5,161635903,,
cg16281276,0.20,0.004,0.717,1.000,chr11,7695528,CYB5R2,TSS1500
cg02276017,-0.25,0.004,0.717,1.000,chr11,14576651,PSMA1,Body
cg26960221,0.16,0.004,0.717,1.000,chr6,168530209,,
cg03195377,0.21,0.004,0.717,1.000,chr8,142289782,,
cg18120564,0.12,0.004,0.717,1.000,chr13,110858425,COL4A1,Body
cg26351663,0.15,0.004,0.717,1.000,chr11,126072352,RPUSD4;RPUSD4,3'UTR;3'UTR
cg04997580,0.11,0.004,0.717,1.000,chr22,43449286,TTLL1;TTLL1,Body;Body
cg23622121,0.16,0.004,0.717,1.000,chr16,57212568,FAM192A,5'UTR
cg09545123,0.16,0.004,0.718,1.000,chr19,46142357,MIR330;EML2,TSS200;Body
cg14301032,0.19,0.004,0.718,1.000,chr1,35485729,ZMYM6,Body
cg00009834,0.19,0.004,0.718,1.000,chr1,1347671,,
cg22363614,-0.17,0.005,0.718,1.000,chr2,260907,SH3YL1;SH3YL1;SH3YL1;SH3YL1;SH3YL1;SH3YL1;SH3YL1;SH3YL1,Body;Body;Body;Body;Body;Body;Body;5'UTR
cg10168301,-0.28,0.005,0.718,1.000,chr6,47999981,PTCHD4;PTCHD4,Body;Body
cg20305639,0.10,0.005,0.718,1.000,chr21,38444958,PIGP;TTC3;PIGP;PIGP;PIGP,Body;TSS1500;1stExon;5'UTR;5'UTR
cg16404506,0.27,0.005,0.718,1.000,chr20,59426888,,
cg14421355,-0.16,0.005,0.718,1.000,chr8,22045464,BMP1;BMP1;BMP1;BMP1,Body;Body;Body;Body
cg14576322,0.12,0.005,0.718,1.000,chr7,99085176,ZNF789,3'UTR
cg17775899,-0.20,0.005,0.718,1.000,chr7,27179426,,
cg19204929,-0.21,0.005,0.718,1.000,chr5,3452919,LINC01019,Body
cg04315434,0.17,0.005,0.718,1.000,chr8,11725943,CTSB;CTSB;CTSB;CTSB;CTSB,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg05295558,0.11,0.005,0.718,1.000,chr17,40761584,FAM134C;TUBG1;FAM134C;TUBG1,TSS200;5'UTR;TSS200;1stExon
cg08083162,-0.13,0.005,0.718,1.000,chr1,46869570,FAAH,Body
cg13910395,-0.30,0.005,0.718,1.000,chr22,43973021,EFCAB6;EFCAB6,Body;Body
cg14877741,-0.14,0.005,0.718,1.000,chr9,125703099,RABGAP1,TSS200
cg00655071,0.10,0.005,0.718,1.000,chr15,57025816,ZNF280D;ZNF280D;ZNF280D,TSS200;TSS200;TSS200
cg10580686,0.16,0.005,0.718,1.000,chr2,64881532,SERTAD2,TSS1500
cg05431598,0.10,0.005,0.718,1.000,chr2,201944157,NDUFB3;NDUFB3,Body;Body
cg13797228,0.10,0.005,0.718,1.000,chr3,126076243,KLF15,TSS200
cg26822292,0.10,0.005,0.718,1.000,chr10,121329994,,
cg00172614,0.17,0.005,0.718,1.000,chr1,234118793,SLC35F3,Body
cg11578532,0.36,0.005,0.718,1.000,chr1,161008127,TSTD1;TSTD1;TSTD1,Body;Body;Body
cg26609976,0.15,0.005,0.718,1.000,chr12,45820493,ANO6;ANO6;ANO6;ANO6,Body;Body;Body;Body
cg17036024,0.29,0.005,0.718,1.000,chr1,161359810,,
cg17168242,-0.08,0.005,0.718,1.000,chr1,149982704,OTUD7B,TSS200
cg00655498,0.13,0.005,0.718,1.000,chr13,52022386,INTS6;INTS6,Body;Body
cg02670904,-0.15,0.005,0.718,1.000,chr21,46925911,COL18A1;COL18A1;COL18A1,Body;Body;Body
cg12091254,-0.15,0.005,0.718,1.000,chr4,95444919,PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5,5'UTR;5'UTR;Body;Body;Body;Body;Body;Body
cg16644365,0.18,0.005,0.718,1.000,chr15,45883592,BLOC1S6,Body
cg14134256,0.17,0.005,0.718,1.000,chr11,94502879,AMOTL1,Body
cg09567823,-0.22,0.005,0.718,1.000,chr2,202320751,STRADB,Body
cg24947286,-0.20,0.005,0.718,1.000,chr5,65951141,MAST4;MAST4,Body;Body
cg23947545,0.15,0.005,0.718,1.000,chr5,171638072,UBTD2,3'UTR
cg09424006,0.15,0.005,0.719,1.000,chr16,5657230,,
cg18559395,-0.20,0.005,0.719,1.000,chr2,218710031,TNS1;TNS1;TNS1,Body;Body;Body
cg24260971,0.09,0.005,0.719,1.000,chr9,35658919,RMRP;CCDC107;CCDC107;CCDC107;CCDC107,TSS1500;Body;Body;Body;Body
cg21584983,-0.11,0.005,0.719,1.000,chr19,11640070,ECSIT;ECSIT;ECSIT;ECSIT,TSS200;TSS1500;TSS200;TSS200
cg15166754,0.10,0.005,0.719,1.000,chr1,54782844,SSBP3;SSBP3;SSBP3,Body;Body;Body
cg08428819,-0.25,0.005,0.719,1.000,chr10,123924042,TACC2;TACC2;TACC2;TACC2,Body;Body;Body;Body
cg23184042,-0.27,0.005,0.719,1.000,chr7,96615519,DLX6AS,Body
cg07455790,0.65,0.005,0.719,1.000,chr6,31650735,,
cg02154972,0.31,0.005,0.719,1.000,chr10,23992137,KIAA1217,5'UTR
cg15189415,-0.24,0.005,0.719,1.000,chr11,79874249,,
cg16277608,-0.51,0.005,0.719,1.000,chr9,6631117,GLDC,Body
cg12380515,0.16,0.005,0.720,1.000,chr16,71698950,PHLPP2;PHLPP2,Body;Body
cg04086394,0.12,0.005,0.720,1.000,chr1,193082764,,
cg04602060,0.32,0.005,0.720,1.000,chr11,69632655,FGF3,Body
cg17308468,0.10,0.005,0.720,1.000,chr11,35201701,CD44;CD44;CD44;CD44;CD44;CD44;CD44;CD44,Body;Body;Body;Body;Body;Body;Body;Body
cg03244403,0.11,0.005,0.720,1.000,chr4,160281610,,
cg01354479,-0.20,0.005,0.720,1.000,chr19,49016525,LMTK3,TSS200
cg02364584,0.38,0.005,0.720,1.000,chr7,83824971,SEMA3A,TSS1500
cg00223950,0.15,0.005,0.720,1.000,chr1,19536222,UBR4,Body
cg02066340,-0.53,0.005,0.720,1.000,chr9,97715233,C9orf3;C9orf3,Body;Body
cg08649996,-0.19,0.005,0.720,1.000,chr11,82554221,PRCP;PRCP,Body;Body
cg27434954,-0.16,0.005,0.720,1.000,chr7,151722591,GALNT11,TSS200
cg04133023,-0.10,0.005,0.720,1.000,chr17,4167203,ANKFY1;ANKFY1,Body;Body
cg14612684,0.22,0.005,0.720,1.000,chr2,108863679,SULT1C3,1stExon
cg00838874,-0.25,0.005,0.720,1.000,chr12,5018338,KCNA1,TSS1500
cg13422362,-0.13,0.005,0.720,1.000,chr1,164197241,,
cg19280890,-0.14,0.005,0.720,1.000,chr22,35102267,,
cg00301531,0.38,0.005,0.720,1.000,chr17,49617574,,
cg22350056,0.15,0.005,0.720,1.000,chr1,149858483,HIST2H2AC;HIST2H2BE,TSS200;TSS1500
cg13599917,-0.24,0.005,0.720,1.000,chr3,98633300,,
cg27215666,0.16,0.005,0.720,1.000,chr8,30600962,UBXN8;UBXN8;UBXN8,TSS1500;TSS1500;TSS1500
cg12940435,0.11,0.005,0.720,1.000,chr8,67443903,,
cg17818912,-0.15,0.005,0.720,1.000,chr5,68787696,OCLN,TSS1500
cg03160005,0.10,0.005,0.720,1.000,chr14,51303308,,
cg14544631,0.18,0.005,0.720,1.000,chr5,150138130,DCTN4;DCTN4;DCTN4,TSS200;Body;Body
cg00113981,-0.18,0.005,0.720,1.000,chr7,140883804,TMEM178B,Body
cg17343033,0.16,0.005,0.720,1.000,chr5,2697923,,
cg01913492,-0.17,0.005,0.720,1.000,chr5,83741318,,
cg12927358,0.31,0.005,0.720,1.000,chr6,33386248,CUTA;CUTA;CUTA;CUTA;CUTA,TSS200;TSS200;TSS200;TSS200;TSS200
cg24360733,0.61,0.005,0.721,1.000,chr5,52776201,FST;FST,TSS200;TSS200
cg11429960,-0.18,0.005,0.721,1.000,chr11,94532949,AMOTL1,Body
cg00689213,-0.20,0.005,0.721,1.000,chr2,79366964,REG1P,TSS1500
cg09089230,0.13,0.005,0.721,1.000,chr17,1588195,PRPF8,TSS200
cg24266112,-0.28,0.005,0.721,1.000,chr1,72263819,NEGR1-IT1;NEGR1,Body;Body
cg06636527,-0.08,0.005,0.721,1.000,chr1,144932473,PDE4DIP;PDE4DIP;PDE4DIP,TSS1500;Body;Body
cg14331163,0.17,0.005,0.721,1.000,chr9,77111663,RORB,TSS1500
cg04348026,-0.20,0.005,0.721,1.000,chr15,51599844,CYP19A1;CYP19A1,5'UTR;5'UTR
cg06404571,-0.15,0.005,0.721,1.000,chr16,69167351,CHTF8;CIRH1A;CHTF8;CHTF8;CIRH1A,TSS1500;5'UTR;TSS1500;TSS1500;ExonBnd
cg13424209,-0.13,0.005,0.721,1.000,chr13,33002464,N4BP2L1;N4BP2L1,TSS200;TSS200
cg13865248,0.22,0.005,0.721,1.000,chr1,214842875,,
cg22447637,0.16,0.005,0.721,1.000,chr4,144216328,,
cg11892076,0.13,0.005,0.721,1.000,chr3,4685852,ITPR1;ITPR1;ITPR1,Body;Body;Body
cg18919825,-0.30,0.005,0.722,1.000,chr11,46354302,DGKZ,TSS200
cg07811940,-0.23,0.005,0.722,1.000,chr1,46828259,NSUN4,3'UTR
cg15642673,0.13,0.005,0.722,1.000,chr4,3704880,,
cg17439694,0.11,0.005,0.722,1.000,chr3,148939523,CP,1stExon
cg06861511,0.15,0.005,0.722,1.000,chr16,69420579,TERF2,TSS1500
cg22756942,0.24,0.005,0.722,1.000,chr8,1746360,,
cg14300823,0.16,0.005,0.722,1.000,chr9,139088542,LHX3;LHX3,3'UTR;3'UTR
cg14384283,-0.19,0.005,0.723,1.000,chr9,136869371,,
cg10666559,-0.20,0.005,0.723,1.000,chr8,95052953,,
cg16136890,-0.25,0.005,0.723,1.000,chr3,113666200,ZDHHC23,TSS1500
cg26574003,0.18,0.005,0.723,1.000,chr1,150186289,,
cg06880732,-0.16,0.005,0.723,1.000,chr16,86030827,,
cg22106401,-0.21,0.005,0.723,1.000,chr2,233498018,EFHD1;EFHD1,Body;TSS200
cg18239175,0.21,0.005,0.723,1.000,chr11,94234942,,
cg00274051,-0.24,0.005,0.723,1.000,chr21,29600801,LOC101927973,Body
cg05869119,0.31,0.005,0.723,1.000,chr2,176046457,ATP5G3;ATP5G3;ATP5G3,1stExon;5'UTR;TSS200
cg14180400,-0.13,0.005,0.723,1.000,chr6,4648192,,
cg11804334,-0.10,0.005,0.723,1.000,chr11,27384808,CCDC34;CCDC34,TSS200;TSS200
cg07850415,0.13,0.005,0.724,1.000,chr5,68530506,CDK7,TSS200
cg23872513,0.21,0.005,0.724,1.000,chr11,112885708,NCAM1;NCAM1;NCAM1;NCAM1;NCAM1,Body;Body;Body;Body;Body
cg21776682,0.22,0.005,0.724,1.000,chr8,1387801,,
cg25890938,-0.19,0.005,0.724,1.000,chr22,42396300,WBP2NL,Body
cg19254312,-0.21,0.005,0.724,1.000,chr2,48809392,STON1-GTF2A1L;STON1;STON1;STON1-GTF2A1L;STON1-GTF2A1L,1stExon;Body;Body;Body;Body
cg02591826,0.14,0.005,0.724,1.000,chr11,94963255,LOC100129203;SESN3;SESN3,TSS200;Body;5'UTR
cg11270005,0.12,0.005,0.724,1.000,chr2,58133858,,
cg23021059,0.15,0.005,0.724,1.000,chr12,53013344,KRT73,TSS1500
cg01597632,-0.32,0.005,0.724,1.000,chr4,147443489,SLC10A7;SLC10A7,TSS1500;TSS1500
cg11709793,0.13,0.005,0.724,1.000,chr6,32798950,TAP2;TAP2,Body;Body
cg26488527,0.29,0.005,0.724,1.000,chr16,4986653,PPL,Body
cg23708211,0.15,0.005,0.724,1.000,chr18,48513899,ELAC1,3'UTR
cg08027594,0.10,0.005,0.724,1.000,chr18,60639790,PHLPP1,Body
cg11813116,-0.33,0.005,0.724,1.000,chr19,58666767,,
cg07364295,0.18,0.005,0.724,1.000,chr4,25863659,SEL1L3;SEL1L3;SEL1L3,5'UTR;Body;Body
cg03707256,0.15,0.005,0.724,1.000,chr5,25191097,,
cg04962005,-0.17,0.005,0.724,1.000,chr11,64979111,CAPN1,3'UTR
cg05014952,0.15,0.005,0.724,1.000,chr14,35873130,NFKBIA,Body
cg26335530,-0.17,0.005,0.724,1.000,chr1,2060642,PRKCZ;PRKCZ;PRKCZ,5'UTR;Body;5'UTR
cg23562152,-0.24,0.005,0.724,1.000,chr17,73258995,GGA3;GGA3;GGA3;GGA3;MRPS7;GGA3;GGA3,TSS1500;TSS1500;TSS1500;TSS1500;Body;TSS1500;TSS1500
cg12029786,-0.11,0.005,0.724,1.000,chr13,113897950,CUL4A;CUL4A;CUL4A;CUL4A,Body;Body;Body;Body
cg16226644,-0.13,0.005,0.724,1.000,chr6,33246091,B3GALT4,1stExon
cg02914419,0.15,0.005,0.724,1.000,chr19,12848364,ASNA1,1stExon
cg11905588,-0.37,0.005,0.724,1.000,chr20,10482608,SLX4IP,Body
cg01509330,0.30,0.005,0.724,1.000,chr6,170535724,,
cg03905236,0.20,0.005,0.724,1.000,chr15,84118296,SH3GL3;SH3GL3;SH3GL3;SH3GL3,5'UTR;5'UTR;Body;Body
cg27142755,-0.18,0.005,0.724,1.000,chr2,153211690,FMNL2,Body
cg01573693,0.12,0.005,0.724,1.000,chr3,33729953,CLASP2,Body
cg07057636,0.27,0.005,0.724,1.000,chr2,38303504,CYP1B1,TSS200
cg24064280,0.17,0.005,0.724,1.000,chr8,1922965,KBTBD11-OT1;KBTBD11,Body;5'UTR
cg09152619,-0.33,0.005,0.724,1.000,chr19,23941313,ZNF681,Body
cg01473955,-0.23,0.005,0.724,1.000,chr12,99287876,ANKS1B;ANKS1B;ANKS1B,Body;Body;Body
cg02304070,0.21,0.005,0.724,1.000,chr12,44229711,TMEM117,TSS1500
cg06668527,-0.39,0.005,0.724,1.000,chr8,126444439,TRIB1,Body
cg14892359,0.11,0.005,0.724,1.000,chr11,11860337,,
cg12711407,0.12,0.005,0.724,1.000,chr1,240634354,FMN2;FMN2,Body;Body
cg20084423,-0.24,0.005,0.724,1.000,chr10,73672243,,
cg05005756,-0.28,0.005,0.724,1.000,chr14,63658683,,
cg26773767,-0.14,0.005,0.724,1.000,chr10,111643850,XPNPEP1;XPNPEP1;XPNPEP1,Body;Body;Body
cg18763885,0.25,0.005,0.724,1.000,chr14,50583939,VCPKMT;VCPKMT;VCPKMT;VCPKMT;SOS2,TSS1500;TSS1500;TSS1500;TSS1500;3'UTR
cg26856676,0.12,0.005,0.724,1.000,chr10,102791011,PDZD7;SFXN3;SFXN3,TSS200;5'UTR;1stExon
cg12148263,0.08,0.005,0.724,1.000,chr12,31814684,METTL20;METTL20;METTL20,5'UTR;5'UTR;5'UTR
cg11431012,-0.12,0.005,0.724,1.000,chr6,138740616,,
cg22449854,0.10,0.005,0.724,1.000,chr4,169909815,CBR4,3'UTR
cg07206725,-0.16,0.005,0.724,1.000,chr5,133702808,CDKL3;CDKL3,TSS200;TSS200
cg17551002,-0.27,0.005,0.724,1.000,chr1,158517849,OR6Y1,1stExon
cg21530174,0.11,0.005,0.724,1.000,chr5,151031796,,
cg03973050,-0.22,0.005,0.724,1.000,chr8,93384848,,
cg02876293,0.14,0.005,0.724,1.000,chr7,157456001,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg24479014,0.15,0.005,0.724,1.000,chr11,102702656,,
cg19770671,-0.17,0.005,0.724,1.000,chr2,145753993,,
cg05022868,-0.21,0.005,0.724,1.000,chr12,66065367,,
cg07803312,0.15,0.005,0.724,1.000,chr9,137018550,WDR5;WDR5,Body;Body
cg18924100,0.11,0.005,0.724,1.000,chr1,101360421,EXTL2;EXTL2;EXTL2;EXTL2;EXTL2;SLC30A7;SLC30A7;EXTL2;EXTL2;EXTL2;EXTL2;EXTL2;EXTL2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;1stExon;1stExon;1stExon;1stExon;1stExon;Body
cg01939512,-0.12,0.005,0.724,1.000,chr1,156034485,RAB25,Body
cg07323919,0.14,0.005,0.724,1.000,chr7,14029057,ETV1;ETV1;ETV1;ETV1,5'UTR;5'UTR;5'UTR;5'UTR
cg09555153,-0.15,0.005,0.724,1.000,chr4,186544662,SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2,Body;Body;Body;Body;Body;Body;Body;Body
cg02330360,0.13,0.005,0.724,1.000,chr10,13140468,CCDC3,5'UTR
cg08685629,0.15,0.005,0.724,1.000,chr11,61915086,INCENP;INCENP,Body;Body
cg12675024,-0.19,0.005,0.724,1.000,chr17,32299841,ASIC2,Body
cg05366812,-0.23,0.005,0.724,1.000,chr11,124745990,ROBO3,Body
cg07413966,-0.31,0.005,0.724,1.000,chr21,17567334,MIR99AHG;MIR99AHG;MIR99AHG;MIR99AHG,Body;Body;Body;Body
cg05409596,0.19,0.005,0.724,1.000,chr17,38519841,GJD3,1stExon
cg13663945,-0.34,0.005,0.724,1.000,chr5,81600712,ATP6AP1L,TSS1500
cg16099227,0.13,0.005,0.724,1.000,chr7,48706105,,
cg24119516,0.26,0.005,0.724,1.000,chr8,81309589,,
cg03629025,-0.14,0.005,0.724,1.000,chr17,48195666,SAMD14,Body
cg06494435,-0.15,0.005,0.724,1.000,chr11,92576950,FAT3,Body
cg23852496,0.17,0.005,0.724,1.000,chr10,29811621,SVIL;SVIL,Body;Body
