"Excel Table 6: Differentially variable positions (p < 0.05) within the Chile buccal cell study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg10497484,-0.16,0.014,0.979,1.000,chr6,31852976,EHMT2;EHMT2,Body;Body
cg16508016,-0.24,0.014,0.979,1.000,chr5,142248483,ARHGAP26-AS1;ARHGAP26;ARHGAP26,TSS200;Body;Body
cg05293462,-0.12,0.014,0.979,1.000,chr21,40904160,,
cg10925729,-0.32,0.014,0.979,1.000,chr13,39554269,STOML3;STOML3,Body;5'UTR
cg25287482,0.39,0.014,0.979,1.000,chr1,23884847,ID3,3'UTR
cg02460223,-0.19,0.014,0.979,1.000,chr1,8398664,SLC45A1,Body
cg11625868,0.28,0.014,0.979,1.000,chr16,68572892,ZFP90,TSS1500
cg22553140,0.20,0.014,0.979,1.000,chr10,120938397,PRDX3;PRDX3,TSS200;TSS200
cg18108735,0.16,0.014,0.979,1.000,chr16,67911434,EDC4,Body
cg11774850,-0.16,0.014,0.979,1.000,chr2,11881338,,
cg17566592,0.29,0.014,0.979,1.000,chr6,144417471,SF3B5,TSS1500
cg01508548,-0.28,0.014,0.979,1.000,chr22,38241384,ANKRD54;MIR658,TSS1500;TSS1500
cg05183753,-0.16,0.014,0.979,1.000,chr1,239553133,,
cg24386092,0.12,0.014,0.979,1.000,chr6,15132147,,
cg17104542,-0.10,0.014,0.979,1.000,chr1,67396482,MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1,Body;Body;5'UTR;Body;5'UTR;Body;Body;Body;Body;Body
cg04547119,-0.23,0.014,0.979,1.000,chr18,72112867,FAM69C,Body
cg07381231,-0.15,0.014,0.979,1.000,chr9,131235979,ODF2;ODF2;ODF2;ODF2;ODF2;ODF2;ODF2;ODF2;ODF2;ODF2;ODF2;MIR1268A,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg09273908,0.21,0.014,0.979,1.000,chr15,91379741,,
cg22862441,0.26,0.014,0.979,1.000,chr7,6571116,GRID2IP,Body
cg25616806,-0.20,0.014,0.979,1.000,chr17,78177341,CARD14;CARD14,Body;Body
cg03170881,-0.18,0.014,0.979,1.000,chr6,136571050,FAM54A;FAM54A,5'UTR;5'UTR
cg15368055,0.13,0.014,0.979,1.000,chr10,123495011,,
cg15806039,-0.15,0.014,0.979,1.000,chr6,15501269,JARID2,Body
cg14279760,-0.42,0.014,0.979,1.000,chr12,105762995,C12orf75,3'UTR
cg24612059,-0.43,0.014,0.979,1.000,chr17,44101462,MAPT;MAPT;MAPT;MAPT;MAPT;MAPT,Body;Body;Body;Body;Body;Body
cg12061156,0.11,0.014,0.979,1.000,chr22,19282763,,
cg14073497,-0.31,0.014,0.979,1.000,chr11,68611479,,
cg26947579,0.13,0.014,0.979,1.000,chr12,113966153,,
cg24276346,0.26,0.014,0.979,1.000,chr20,49626161,KCNG1,Body
cg05495569,0.20,0.014,0.979,1.000,chr22,31022829,TCN2;TCN2,3'UTR;3'UTR
cg07869172,0.12,0.014,0.979,1.000,chr16,85026299,ZDHHC7;ZDHHC7,5'UTR;5'UTR
cg21959874,-0.15,0.014,0.979,1.000,chr1,166809384,POGK,5'UTR
cg20901167,0.28,0.014,0.979,1.000,chr12,132946255,,
cg15331837,-0.30,0.014,0.979,1.000,chr8,142232772,SLC45A4,Body
cg23103688,-0.14,0.014,0.979,1.000,chr17,40932953,WNK4,1stExon
cg22762409,0.59,0.014,0.979,1.000,chr2,192017740,STAT4,TSS1500
cg22638279,0.28,0.014,0.979,1.000,chr2,216158704,,
cg24691179,-0.18,0.014,0.979,1.000,chr22,41253170,ST13;ST13;XPNPEP3;XPNPEP3;XPNPEP3;XPNPEP3,TSS200;TSS200;5'UTR;5'UTR;1stExon;1stExon
cg19376189,-0.11,0.014,0.979,1.000,chr6,30313316,RPP21,Body
cg19641813,-0.18,0.014,0.979,1.000,chr12,76426611,PHLDA1,TSS1500
cg16576545,-0.20,0.014,0.979,1.000,chr10,71417941,,
cg24287354,0.26,0.014,0.979,1.000,chr5,105304924,,
cg18206914,-0.20,0.014,0.979,1.000,chr22,50963825,SCO2;SCO2;SCO2;SCO2,5'UTR;5'UTR;5'UTR;5'UTR
cg07040082,-0.13,0.014,0.979,1.000,chr3,106285184,,
cg11494616,-0.17,0.014,0.979,1.000,chr2,98561179,TMEM131,Body
cg18705301,-0.40,0.014,0.979,1.000,chr15,41695430,NDUFAF1,TSS1500
cg10533159,-0.18,0.014,0.979,1.000,chr1,207991937,LOC148696,Body
cg19690396,-0.13,0.014,0.979,1.000,chr8,15026908,SGCZ,Body
cg21586107,-0.16,0.014,0.979,1.000,chr2,85132797,TMSB10;TMSB10,1stExon;5'UTR
cg23108245,-0.13,0.014,0.979,1.000,chr13,21063277,CRYL1,Body
cg11755035,-0.13,0.014,0.979,1.000,chr14,59105371,DACT1;DACT1;DACT1;DACT1,TSS200;Body;Body;Body
cg12117212,-0.14,0.014,0.979,1.000,chr4,2438678,,
cg23479360,0.23,0.014,0.979,1.000,chr10,43141882,,
cg13035649,0.19,0.014,0.979,1.000,chr14,36000799,,
cg20804831,-0.24,0.014,0.979,1.000,chr3,131080579,NUDT16P;NUDT16P,TSS200;TSS200
cg08848988,-0.28,0.014,0.979,1.000,chr17,80554808,FOXK2,Body
cg22774356,-0.18,0.014,0.979,1.000,chr12,90558058,,
cg14834760,-0.10,0.014,0.979,1.000,chr1,33429891,RNF19B;RNF19B,1stExon;1stExon
cg24292382,-0.30,0.014,0.979,1.000,chr6,89277189,,
cg09368294,-0.28,0.014,0.979,1.000,chr16,1938109,,
cg21397304,-0.25,0.014,0.979,1.000,chr11,104769306,CASP12;CASP12;CASP12;CASP12;CASP12;CASP12;CASP12;CASP12;CASP12;CASP12;CASP12,1stExon;5'UTR;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg20973630,-0.11,0.014,0.979,1.000,chr8,55063115,,
cg11531561,0.17,0.014,0.979,1.000,chr3,149305239,WWTR1;WWTR1;WWTR1,Body;Body;Body
cg04148720,-0.13,0.014,0.979,1.000,chr16,67144419,C16orf70,Body
cg05893042,0.09,0.014,0.979,1.000,chr3,17441019,TBC1D5;TBC1D5,Body;Body
cg23912823,-0.10,0.014,0.979,1.000,chr12,57481903,NAB2,TSS1500
cg01354632,0.34,0.014,0.979,1.000,chr6,28058969,ZSCAN12P1,Body
cg13827784,-0.19,0.014,0.979,1.000,chr7,49890465,VWC2,Body
cg17815695,-0.22,0.014,0.979,1.000,chr3,190976802,,
cg23878603,-0.16,0.014,0.979,1.000,chr4,177241851,SPCS3,Body
cg09590193,-0.13,0.014,0.979,1.000,chr11,105947389,KBTBD3;KBTBD3;AASDHPPT,5'UTR;5'UTR;TSS1500
cg16175146,-0.09,0.014,0.979,1.000,chr7,75783554,,
cg24757978,-0.24,0.014,0.979,1.000,chr3,69003455,,
cg03780505,0.35,0.014,0.979,1.000,chr22,46001520,LINC01589,Body
cg15000841,0.33,0.014,0.979,1.000,chr11,64815642,NAALADL1,Body
cg20638220,-0.11,0.014,0.979,1.000,chr6,135372789,HBS1L;HBS1L;HBS1L,Body;Body;Body
cg07415507,-0.13,0.014,0.979,1.000,chr11,67238143,TMEM134;TMEM134;TMEM134;TMEM134;TMEM134;TMEM134;TMEM134;TMEM134,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg23462726,0.15,0.014,0.979,1.000,chr11,62437636,C11orf83;C11orf48,TSS1500;5'UTR
cg16692757,-0.15,0.014,0.979,1.000,chr10,88024572,MIR346;GRID1,TSS200;Body
cg16058444,-0.11,0.014,0.979,1.000,chr11,28128726,KIF18A;METTL15;METTL15;METTL15,5'UTR;TSS1500;TSS1500;TSS1500
cg21938406,0.23,0.014,0.979,1.000,chr1,220864321,C1orf115,Body
cg14173624,-0.17,0.014,0.979,1.000,chr17,72199366,RPL38;RPL38,TSS1500;TSS1500
cg26754510,0.19,0.014,0.979,1.000,chr6,71276074,C6orf57,TSS1500
cg12086840,-0.16,0.014,0.979,1.000,chr20,42309746,MYBL2;MYBL2,Body;Body
cg26434308,-0.22,0.014,0.979,1.000,chr5,15615433,CTD-2350J17.1;FBXL7;FBXL7,TSS1500;Body;5'UTR
cg25631747,-0.24,0.014,0.979,1.000,chr6,4781882,CDYL;CDYL,Body;Body
cg25782256,-0.10,0.014,0.979,1.000,chr10,134556496,INPP5A,Body
cg08536184,0.48,0.014,0.979,1.000,chr10,97096671,SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg01259637,-0.17,0.014,0.979,1.000,chr15,33472351,,
cg25020933,0.27,0.014,0.979,1.000,chr11,368900,B4GALNT4,TSS1500
cg18159583,-0.07,0.014,0.979,1.000,chr7,87505730,SLC25A40;DBF4;DBF4,TSS200;1stExon;5'UTR
cg18419018,0.11,0.014,0.979,1.000,chr2,10100961,GRHL1,Body
cg22913903,-0.16,0.014,0.979,1.000,chr12,49740968,DNAJC22,TSS200
cg07182872,-0.41,0.014,0.979,1.000,chr3,136471214,STAG1;STAG1,1stExon;5'UTR
cg12246608,-0.12,0.014,0.979,1.000,chr17,86461,RPH3AL,Body
cg16719845,-0.17,0.014,0.979,1.000,chr2,7005449,CMPK2,1stExon
cg09368486,0.33,0.014,0.979,1.000,chr2,208890779,PLEKHM3,TSS1500
cg23979127,-0.19,0.014,0.979,1.000,chr20,41815063,PTPRT;PTPRT,Body;Body
cg14095593,0.17,0.014,0.979,1.000,chr7,157306549,,
cg20197825,-0.29,0.014,0.979,1.000,chr8,48744176,PRKDC;PRKDC,Body;Body
cg09583984,0.14,0.014,0.979,1.000,chr19,42873162,MEGF8;MEGF8;MEGF8;MEGF8,ExonBnd;ExonBnd;Body;Body
cg04471202,-0.09,0.014,0.979,1.000,chr7,123564379,SPAM1;SPAM1,TSS1500;TSS1500
cg04643920,-0.11,0.014,0.979,1.000,chr21,45729326,PFKL;PFKL,Body;Body
cg01774159,0.23,0.014,0.979,1.000,chr8,80524467,STMN2,Body
cg08032641,-0.09,0.014,0.979,1.000,chr4,3873418,,
cg13967881,-0.27,0.014,0.979,1.000,chr17,4045425,CYB5D2;CYB5D2;CYB5D2;ZZEF1,TSS1500;TSS1500;TSS1500;Body
cg19363916,-0.14,0.014,0.979,1.000,chr11,67034540,ADRBK1,Body
cg14455170,0.32,0.014,0.979,1.000,chr13,42002398,,
cg19885001,0.10,0.014,0.979,1.000,chr13,50388665,,
cg16197782,0.21,0.014,0.979,1.000,chr14,106279394,,
cg06131630,0.19,0.014,0.979,1.000,chr18,21245047,,
cg03814022,-0.18,0.014,0.979,1.000,chr1,227975439,,
cg27434114,-0.17,0.014,0.979,1.000,chr12,66007516,LOC100507065;LOC100507065;LOC100507065;LOC100507065,Body;Body;Body;Body
cg01374669,-0.15,0.014,0.979,1.000,chr6,31735474,VWA7,Body
cg20721121,-0.21,0.014,0.979,1.000,chr10,64565336,ADO,1stExon
cg22512222,-0.12,0.014,0.979,1.000,chr19,4523795,PLIN5,Body
cg26342398,-0.13,0.014,0.979,1.000,chr1,85156326,SSX2IP;SSX2IP;SSX2IP;SSX2IP;SSX2IP,TSS200;TSS200;TSS200;TSS200;TSS200
cg13885609,0.16,0.014,0.979,1.000,chr11,76812719,CAPN5;OMP,Body;TSS1500
cg20483690,-0.73,0.014,0.979,1.000,chr1,225616668,LBR;LBR,TSS1500;TSS200
cg21381511,0.24,0.014,0.979,1.000,chr10,104264849,SUFU,Body
cg01910191,0.15,0.014,0.979,1.000,chr17,33947523,AP2B1;AP2B1,Body;Body
cg08678508,-0.19,0.014,0.979,1.000,chr16,52069168,C16orf97,Body
cg12896044,0.17,0.014,0.979,1.000,chr9,132815952,GPR107;GPR107;GPR107;GPR107,TSS200;TSS200;TSS200;TSS200
cg24052246,-0.31,0.014,0.979,1.000,chr12,64554454,,
cg03419075,0.12,0.014,0.979,1.000,chr18,76341130,,
cg14297460,-0.20,0.014,0.979,1.000,chr6,3762265,,
cg17123795,-0.12,0.014,0.979,1.000,chr9,125373423,,
cg05083852,0.16,0.014,0.979,1.000,chr16,81480610,CMIP,Body
cg01620888,-0.24,0.014,0.979,1.000,chr20,35962425,,
cg08788950,0.13,0.014,0.979,1.000,chr20,23345832,GZF1,1stExon
cg12207033,-0.24,0.014,0.979,1.000,chr5,405488,AHRR;LOC100310782,Body;TSS1500
cg22004069,-0.29,0.014,0.979,1.000,chr19,5585648,,
cg01314165,0.14,0.014,0.979,1.000,chr7,36320227,EEPD1,Body
cg05925894,-0.40,0.014,0.979,1.000,chr1,85931301,DDAH1;DDAH1,TSS1500;5'UTR
cg13527508,-0.27,0.014,0.979,1.000,chr17,2952355,,
cg06986216,0.14,0.014,0.979,1.000,chr2,107154325,,
cg04541146,0.10,0.014,0.979,1.000,chr6,15906515,,
cg27234490,-0.17,0.014,0.979,1.000,chr3,58174435,,
cg00978108,-0.28,0.014,0.979,1.000,chr22,29449241,ZNRF3;ZNRF3,Body;Body
cg20252016,0.71,0.014,0.979,1.000,chr11,64851499,CDCA5;ZFPL1;CDCA5,5'UTR;TSS200;1stExon
cg23315424,-0.20,0.014,0.979,1.000,chr14,101162021,,
cg07270851,-0.09,0.014,0.979,1.000,chr11,65779332,CST6,TSS200
cg04384018,-0.40,0.014,0.979,1.000,chr1,186122796,HMCN1;MIR548F1,Body;Body
cg04582128,0.11,0.014,0.979,1.000,chr9,103344094,MURC,Body
cg05803892,-0.35,0.014,0.979,1.000,chr7,20582399,,
cg23230276,0.11,0.014,0.979,1.000,chr9,134752305,MED27;MED27,Body;Body
cg01876970,-0.26,0.014,0.979,1.000,chr12,95323859,,
cg10299667,-0.21,0.014,0.979,1.000,chr17,79679470,SLC25A10,1stExon
cg08130265,-0.28,0.014,0.979,1.000,chr15,77519170,C15orf5;SGK269,TSS1500;5'UTR
cg11264356,-0.10,0.014,0.979,1.000,chr22,19467547,UFD1L;UFD1L;CDC45;CDC45;CDC45,TSS1500;TSS1500;Body;Body;Body
cg07040244,-0.24,0.014,0.979,1.000,chr1,231555522,EGLN1,Body
cg19373199,-0.28,0.014,0.979,1.000,chr14,103010825,,
cg13305027,0.17,0.014,0.979,1.000,chr2,131877108,PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg01396655,-0.11,0.014,0.979,1.000,chr1,33437190,,
cg00326440,-0.13,0.014,0.979,1.000,chr3,102429652,,
cg04748051,-0.23,0.014,0.979,1.000,chr4,668057,ATP5I;ATP5I,5'UTR;1stExon
cg22147948,-0.11,0.014,0.979,1.000,chr1,222139170,,
cg06942124,0.10,0.014,0.979,1.000,chr1,66899771,,
cg08443717,-0.18,0.014,0.979,1.000,chr21,45585347,,
cg03506372,0.16,0.014,0.979,1.000,chr11,60897603,,
cg08512847,-0.20,0.014,0.979,1.000,chr7,158383208,,
cg15966399,-0.33,0.014,0.979,1.000,chr5,171528577,STK10,Body
cg14145365,-0.08,0.014,0.979,1.000,chr6,166879068,RPS6KA2-IT1;RPS6KA2;RPS6KA2,TSS200;Body;Body
cg22397755,-0.32,0.014,0.979,1.000,chr1,166878093,,
cg21583146,-0.13,0.014,0.979,1.000,chr7,92047331,,
cg27338469,-0.30,0.014,0.979,1.000,chr2,65170245,,
cg04155632,-0.40,0.014,0.979,1.000,chr5,61708433,IPO11,TSS200
cg00526835,-0.18,0.014,0.979,1.000,chr10,93335140,LOC100188947,Body
cg20087093,0.23,0.014,0.979,1.000,chr7,27142799,HOXA2,TSS1500
cg21783198,0.08,0.014,0.979,1.000,chr5,95541,,
cg11166962,-0.23,0.014,0.979,1.000,chr9,136919273,BRD3,5'UTR
cg11427341,0.14,0.014,0.979,1.000,chr13,113164402,TUBGCP3;TUBGCP3;TUBGCP3,Body;Body;Body
cg11037576,0.47,0.014,0.979,1.000,chr4,24682696,,
cg17279394,0.23,0.014,0.979,1.000,chr9,137519102,,
cg03617983,-0.17,0.014,0.979,1.000,chr2,24274494,FKBP1B;FKBP1B,Body;Body
cg10426581,0.40,0.014,0.979,1.000,chr7,100472382,SRRT;SRRT;SRRT;SRRT,TSS1500;TSS1500;TSS1500;TSS1500
cg16754490,-0.24,0.014,0.979,1.000,chr7,158374490,PTPRN2;PTPRN2;PTPRN2;PTPRN2,Body;Body;Body;Body
cg16236394,-0.13,0.014,0.979,1.000,chr2,113033084,ZC3H6,TSS200
cg16227104,-0.20,0.014,0.979,1.000,chr12,132996632,,
cg05040398,-0.14,0.014,0.979,1.000,chr4,166527204,,
cg18177955,-0.35,0.014,0.979,1.000,chr17,73258690,GGA3;GGA3;GGA3;GGA3;MRPS7;GGA3;GGA3,TSS1500;TSS1500;TSS1500;TSS1500;Body;TSS1500;TSS1500
cg19130698,-0.16,0.014,0.979,1.000,chr10,91011807,LIPA;LIPA;LIPA,TSS200;TSS200;TSS200
cg02187196,-0.29,0.014,0.979,1.000,chr20,3869020,PANK2;PANK2;PANK2,TSS1500;TSS1500;TSS1500
cg26766885,-0.29,0.014,0.979,1.000,chr7,96220185,,
cg11397854,-0.18,0.014,0.979,1.000,chr3,13008878,IQSEC1;IQSEC1,Body;Body
cg26928348,-0.18,0.014,0.979,1.000,chr8,145624788,CPSF1,Body
cg09010113,-0.08,0.014,0.979,1.000,chr7,23058751,,
cg17278735,0.13,0.014,0.979,1.000,chr7,8476834,NXPH1,Body
cg16976968,0.60,0.014,0.979,1.000,chr11,33189542,,
cg24323177,-0.11,0.014,0.979,1.000,chr11,63736628,,
cg08123158,-0.14,0.014,0.979,1.000,chr5,31990709,PDZD2,Body
cg07763910,-0.09,0.014,0.979,1.000,chr7,134936191,STRA8,Body
cg14255237,-0.50,0.014,0.979,1.000,chr9,136572378,SARDH;SARDH,Body;Body
cg14521987,-0.09,0.014,0.979,1.000,chr9,129236500,FAM125B,Body
cg00103984,-0.09,0.014,0.979,1.000,chr5,54603719,DHX29;SKIV2L2;SKIV2L2,TSS200;1stExon;5'UTR
cg15854067,-0.25,0.014,0.979,1.000,chr3,57199318,IL17RD;IL17RD,1stExon;5'UTR
cg03401997,-0.23,0.014,0.979,1.000,chr14,104583071,MIR203,TSS1500
cg15605858,0.55,0.014,0.979,1.000,chr15,29395932,APBA2;APBA2,Body;Body
cg03996106,0.23,0.014,0.979,1.000,chr17,30986254,MYO1D,Body
cg18346707,0.33,0.014,0.979,1.000,chr2,231732249,ITM2C;ITM2C;ITM2C,Body;Body;Body
cg25736737,-0.43,0.014,0.979,1.000,chr18,71416657,,
cg16905129,0.13,0.014,0.979,1.000,chr4,83803957,SEC31A;SEC31A;SEC31A;SEC31A;SEC31A;SEC31A;SEC31A;SEC31A,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body
cg09743500,0.29,0.014,0.979,1.000,chr2,238644037,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,Body;Body;Body;Body;Body
cg23540766,-0.26,0.014,0.979,1.000,chr13,111184372,RAB20,Body
cg04221650,-0.13,0.014,0.979,1.000,chr1,152681887,LCE4A;LCE4A,1stExon;3'UTR
cg08121792,-0.13,0.014,0.979,1.000,chr12,123804559,SBNO1;SBNO1,Body;Body
cg09308553,-0.29,0.014,0.979,1.000,chr16,56763573,NUP93,TSS1500
cg03862437,-0.38,0.014,0.979,1.000,chr3,194353432,TMEM44;TMEM44;TMEM44;TMEM44,Body;Body;Body;Body
cg00371868,-0.18,0.014,0.979,1.000,chr13,28008622,GTF3A,Body
cg14101959,-0.15,0.014,0.979,1.000,chr9,128229793,MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1,Body;Body;Body;Body;Body
cg14712794,0.56,0.014,0.979,1.000,chr8,25909299,,
cg11333568,0.17,0.014,0.979,1.000,chr12,130577733,,
cg23265491,-0.16,0.014,0.979,1.000,chr12,49246067,DDX23,TSS200
cg08025413,0.16,0.014,0.979,1.000,chr12,110869042,,
cg06541617,0.18,0.014,0.979,1.000,chr6,148844343,SASH1,Body
cg03612747,-0.38,0.014,0.979,1.000,chr10,43858053,,
cg23118086,0.23,0.014,0.979,1.000,chr15,65360058,RASL12,Body
cg16870169,0.18,0.014,0.979,1.000,chr17,40616267,ATP6V0A1;ATP6V0A1;ATP6V0A1,Body;Body;Body
cg20070985,-0.22,0.014,0.979,1.000,chr2,238483093,RAB17,3'UTR
cg07645993,0.20,0.014,0.979,1.000,chr17,70240815,,
cg06444800,0.22,0.014,0.979,1.000,chr11,66178493,,
cg06472656,-0.27,0.014,0.979,1.000,chr11,92074213,,
cg19789315,0.17,0.014,0.979,1.000,chr4,33890657,,
cg07790877,0.28,0.014,0.979,1.000,chr22,39891040,,
cg04309849,0.25,0.014,0.979,1.000,chr10,131843517,,
cg18386117,-0.09,0.014,0.979,1.000,chr4,151807590,LRBA;LRBA,Body;Body
cg14514987,-0.09,0.014,0.979,1.000,chr14,73959688,HEATR4;C14orf169;C14orf169,Body;3'UTR;1stExon
cg10376763,-0.10,0.014,0.979,1.000,chr2,217724363,TNP1,3'UTR
cg14219290,0.33,0.014,0.979,1.000,chr14,34420499,EGLN3,TSS1500
cg16235622,0.08,0.014,0.979,1.000,chr11,1595783,HCCA2;LOC338651,Body;Body
cg20938024,-0.20,0.014,0.979,1.000,chr10,101769626,DNMBP;DNMBP,1stExon;5'UTR
cg19997384,0.19,0.014,0.979,1.000,chr8,41685595,ANK1,Body
cg21878188,0.23,0.014,0.979,1.000,chr8,67089887,CRH,5'UTR
cg23564535,-0.24,0.014,0.979,1.000,chr11,133900322,,
cg18502317,0.22,0.014,0.979,1.000,chr5,141990747,FGF1;FGF1;FGF1;FGF1;FGF1;FGF1;FGF1;FGF1,Body;Body;Body;Body;Body;Body;Body;Body
cg21076687,-0.08,0.014,0.979,1.000,chr4,120221707,C4orf3;C4orf3;C4orf3,Body;1stExon;5'UTR
cg10818702,-0.14,0.014,0.979,1.000,chr21,40769106,WRB;WRB,3'UTR;3'UTR
cg08038074,-0.13,0.014,0.979,1.000,chr7,6522842,KDELR2;KDELR2,Body;Body
cg23086654,-0.19,0.014,0.979,1.000,chr2,28692049,,
cg19450240,-0.42,0.014,0.979,1.000,chr16,74734251,MLKL;MLKL,5'UTR;5'UTR
cg01593042,0.13,0.014,0.979,1.000,chr12,39671541,,
cg10980145,-0.10,0.014,0.979,1.000,chr12,92012168,,
cg26998274,0.25,0.014,0.979,1.000,chr13,84456258,SLITRK1;SLITRK1,1stExon;5'UTR
cg00563873,-0.31,0.014,0.979,1.000,chr8,93115461,,
cg05004014,0.29,0.014,0.979,1.000,chr2,111744366,ACOXL,Body
cg24788897,-0.16,0.014,0.979,1.000,chr2,164965721,,
cg12400796,-0.17,0.015,0.979,1.000,chr2,101360890,,
cg06613034,-0.29,0.015,0.979,1.000,chr18,23501683,,
cg25521171,-0.18,0.015,0.979,1.000,chr22,20012982,TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2;TANGO2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body
cg05920420,-0.29,0.015,0.979,1.000,chr1,29210117,,
cg04357950,-0.23,0.015,0.979,1.000,chr8,10592837,,
cg15515589,-0.19,0.015,0.979,1.000,chr16,29036744,,
cg14199423,-0.40,0.015,0.979,1.000,chr12,6721892,,
cg26973177,-0.27,0.015,0.979,1.000,chr16,56898967,SLC12A3;SLC12A3;SLC12A3,TSS200;TSS200;TSS200
cg14507137,-0.19,0.015,0.979,1.000,chr6,158980977,TMEM181,Body
cg13825374,-0.38,0.015,0.979,1.000,chr17,45056626,RPRML,TSS200
cg13807985,0.13,0.015,0.979,1.000,chr12,66583255,IRAK3;IRAK3,Body;Body
cg26429176,-0.28,0.015,0.979,1.000,chr13,48583626,,
cg00036347,0.32,0.015,0.979,1.000,chr1,151811923,LOC100132111;C2CD4D,Body;5'UTR
cg27325215,-0.20,0.015,0.979,1.000,chr22,38517556,PLA2G6;PLA2G6,Body;Body
cg18933078,-0.18,0.015,0.979,1.000,chr17,55928083,MRPS23,TSS1500
cg10026495,-0.12,0.015,0.979,1.000,chr4,77631215,SHROOM3,Body
cg23213666,0.20,0.015,0.979,1.000,chr11,19542493,NAV2-AS4;NAV2,Body;Body
cg17012525,0.16,0.015,0.979,1.000,chr6,31832657,SLC44A4,Body
cg24326242,0.13,0.015,0.979,1.000,chr11,1092189,MUC2,Body
cg21479525,0.13,0.015,0.979,1.000,chr5,96120323,ERAP1;ERAP1;ERAP1,Body;Body;Body
cg10916702,-0.09,0.015,0.979,1.000,chr3,149376317,WWTR1;WWTR1;WWTR1,5'UTR;TSS1500;TSS1500
cg10260932,-0.08,0.015,0.979,1.000,chr2,150186477,LYPD6;LYPD6,TSS1500;TSS200
cg19284460,-0.33,0.015,0.979,1.000,chr20,60879102,ADRM1;ADRM1;ADRM1;ADRM1,Body;Body;Body;Body
cg11304682,0.15,0.015,0.979,1.000,chr3,73451011,PDZRN3,Body
cg06695566,0.13,0.015,0.979,1.000,chr11,77521812,RSF1,Body
cg08923626,-0.11,0.015,0.979,1.000,chr6,10694907,C6orf52;PAK1IP1;C6orf52;C6orf52,Body;TSS1500;TSS200;TSS200
cg10008593,0.26,0.015,0.979,1.000,chr3,58592762,FAM107A,Body
cg27615095,-0.19,0.015,0.979,1.000,chr12,63049980,PPM1H,Body
cg19617810,-0.19,0.015,0.979,1.000,chr15,39723190,,
cg23942065,-0.16,0.015,0.979,1.000,chr10,21815183,C10orf140,TSS1500
cg24053165,0.28,0.015,0.979,1.000,chr10,102469294,,
cg03785532,-0.19,0.015,0.979,1.000,chr19,36409164,,
cg17574567,-0.15,0.015,0.979,1.000,chr6,112300662,,
cg21035368,-0.14,0.015,0.979,1.000,chr19,45947788,,
cg09909011,-0.35,0.015,0.979,1.000,chr19,7734028,RETN;RETN,5'UTR;5'UTR
cg18777288,-0.10,0.015,0.979,1.000,chr12,49630154,TUBA1C;TUBA1C;TUBA1C;TUBA1C,5'UTR;5'UTR;5'UTR;Body
cg18031747,-0.08,0.015,0.979,1.000,chr19,9929709,FBXL12;FBXL12,1stExon;5'UTR
cg11571453,-0.14,0.015,0.979,1.000,chr4,1322395,MAEA;MAEA,Body;Body
cg19427691,-0.10,0.015,0.979,1.000,chr11,81937315,LOC101928989,Body
cg22174184,-0.14,0.015,0.979,1.000,chr18,22502837,,
cg25579472,0.24,0.015,0.979,1.000,chr1,157646858,,
cg25562664,0.21,0.015,0.979,1.000,chr3,119529148,NR1I2;NR1I2;NR1I2,Body;Body;Body
cg00732327,-0.10,0.015,0.979,1.000,chr2,97364531,FER1L5,Body
cg22709144,-0.21,0.015,0.979,1.000,chr6,28478579,GPX6,Body
cg27213933,-0.11,0.015,0.979,1.000,chr10,102820824,KAZALD1,TSS200
cg24088273,0.45,0.015,0.979,1.000,chr1,38592976,,
cg24186939,0.10,0.015,0.979,1.000,chr19,45542486,SFRS16,5'UTR
cg26698347,-0.27,0.015,0.979,1.000,chr12,48214620,HDAC7;HDAC7;HDAC7,TSS1500;TSS1500;TSS1500
