"Excel Table 2: Differentially methylatied positions (p < 0.05) within the Chile buccal cell study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg25269000,0.18,0.003928137375,0.851,1.000,chr4,8468476,C4orf23,Body
cg15678744,0.27,0.003928312641,0.851,1.000,chr5,171808200,SH3PXD2B,Body
cg02524149,0.19,0.003928836762,0.851,1.000,chr2,11922442,LPIN1;LPIN1;LPIN1;LPIN1,Body;Body;Body;Body
cg19626725,-0.53,0.003931631333,0.851,1.000,chr5,178986131,RUFY1;RUFY1;RUFY1,TSS1500;Body;TSS1500
cg14851846,0.24,0.003931736708,0.851,1.000,chr7,99716985,TAF6;TAF6;TAF6;CNPY4;TAF6,TSS200;TSS200;TSS200;TSS1500;TSS200
cg16918097,-0.26,0.003932055683,0.851,1.000,chr3,126772070,,
cg09323083,0.30,0.003932502816,0.851,1.000,chr17,80741479,TBCD,Body
cg11211198,0.31,0.003934008279,0.851,1.000,chr20,62257286,GMEB2,5'UTR
cg04132522,0.26,0.003934668707,0.851,1.000,chr1,11898705,CLCN6,Body
cg05280088,0.21,0.003936813856,0.851,1.000,chr19,52262969,FPR2,TSS1500
cg00395783,-0.32,0.003936816605,0.851,1.000,chr8,72913888,,
cg20112609,-0.33,0.003938096817,0.851,1.000,chr7,131243087,,
cg00345047,0.32,0.003938661025,0.851,1.000,chr6,71942797,,
cg13945576,0.21,0.003938702857,0.851,1.000,chr9,94533180,ROR2,Body
cg26275081,0.24,0.003939710002,0.851,1.000,chr2,8711218,,
cg19826663,-0.41,0.003940148784,0.851,1.000,chr18,24269574,PCAT18,Body
cg08054901,0.36,0.00394448543,0.851,1.000,chr19,49318444,HSD17B14,Body
cg21535670,0.19,0.003945171168,0.851,1.000,chr8,140798600,TRAPPC9;TRAPPC9,Body;Body
cg17824939,0.27,0.003945417714,0.851,1.000,chr12,88421705,C12orf50,5'UTR
cg15910070,0.27,0.003946887684,0.851,1.000,chr11,101681939,,
cg12633998,0.28,0.003948436107,0.851,1.000,chr1,144928806,PDE4DIP;PDE4DIP;PDE4DIP,Body;Body;Body
cg15323506,0.50,0.003950649663,0.851,1.000,chr17,19619410,SLC47A2;SLC47A2,Body;Body
cg18608609,0.17,0.003953458952,0.851,1.000,chr2,47706460,MSH2;MSH2,Body;Body
cg12865375,0.35,0.003953541853,0.851,1.000,chr17,71365743,SDK2,Body
cg02454802,0.34,0.003953616355,0.851,1.000,chr15,59701812,,
cg16517645,-0.24,0.003954742226,0.851,1.000,chr4,48686690,FRYL;FRYL,ExonBnd;5'UTR
cg05341111,-0.26,0.003955002174,0.851,1.000,chr7,66918997,,
cg27133780,0.33,0.003955518127,0.851,1.000,chr3,32474793,CMTM7;CMTM7,Body;Body
cg07691686,-0.34,0.003957086136,0.851,1.000,chr12,3393711,TSPAN9;TSPAN9,3'UTR;3'UTR
cg09622146,0.28,0.0039571598,0.851,1.000,chr6,16722454,ATXN1;ATXN1,5'UTR;5'UTR
cg00302160,0.31,0.003957602472,0.851,1.000,chr8,10030945,MSRA;MSRA;MSRA,Body;Body;Body
cg24655899,-0.14,0.003957656068,0.851,1.000,chr17,79519568,C17orf70;C17orf70,TSS200;TSS200
cg04087701,0.18,0.003960989857,0.851,1.000,chr7,30643838,GARS,Body
cg15108326,0.49,0.003961480564,0.851,1.000,chr12,133381454,GOLGA3,Body
cg24150623,-0.25,0.003962544016,0.851,1.000,chr11,121971092,MIR125B1;LOC399959,TSS1500;Body
cg21247874,0.27,0.003964162786,0.851,1.000,chr9,37487279,POLR1E,Body
cg10553415,-0.40,0.003965169213,0.851,1.000,chr20,44937629,,
cg27656999,0.15,0.003965263606,0.851,1.000,chr19,36695141,ZNF565;ZNF565,5'UTR;5'UTR
cg17768819,-0.32,0.003965628773,0.851,1.000,chr5,6765958,,
cg03306615,0.46,0.003966213043,0.851,1.000,chr11,2292890,ASCL2,TSS1500
cg07947522,-0.22,0.003966959865,0.851,1.000,chr1,37290920,GRIK3,Body
cg10389385,-0.18,0.003970505538,0.851,1.000,chr7,77427730,TMEM60;PHTF2;PHTF2;TMEM60,1stExon;TSS1500;TSS1500;5'UTR
cg01867696,0.20,0.003972726699,0.851,1.000,chr2,171813682,GORASP2;GORASP2,Body;Body
cg04079176,-0.22,0.003973213191,0.851,1.000,chr2,110962342,NPHP1;NPHP1;NPHP1;NPHP1,Body;Body;Body;Body
cg14612133,0.28,0.003973450273,0.851,1.000,chr5,14406585,TRIO,Body
cg03568453,0.30,0.003974091302,0.851,1.000,chr5,56559021,GPBP1;GPBP1;GPBP1,3'UTR;3'UTR;3'UTR
cg00986800,-0.23,0.003975092732,0.851,1.000,chr3,171757286,FNDC3B;FNDC3B,TSS200;TSS1500
cg25352502,0.26,0.003976795785,0.851,1.000,chr13,51732846,LINC00371;LINC00371,Body;Body
cg12228863,0.44,0.003977764219,0.851,1.000,chr13,95069222,,
cg16867086,0.17,0.003981988787,0.851,1.000,chr13,98826197,FARP1;FARP1,5'UTR;5'UTR
cg09801012,-0.35,0.003982416201,0.851,1.000,chr10,52135449,SGMS1,5'UTR
cg14841628,0.21,0.003982826849,0.851,1.000,chr1,16258280,SPEN,Body
cg17666821,0.21,0.003983095104,0.851,1.000,chr2,65267347,,
cg04875464,0.22,0.003984380312,0.851,1.000,chr9,5812604,ERMP1,Body
cg24472375,0.37,0.003985741375,0.851,1.000,chr6,108485102,,
cg10386914,0.15,0.003986196295,0.851,1.000,chr19,12179889,ZNF844,Body
cg12727718,-0.36,0.00398737669,0.851,1.000,chr18,20808847,CABLES1;CABLES1;CABLES1;CABLES1,Body;Body;Body;Body
cg10976829,0.24,0.003987912161,0.851,1.000,chr13,40102196,LHFP,Body
cg16588340,0.23,0.003988025303,0.851,1.000,chr4,100816135,MAPKSP1;MAPKSP1,TSS1500;TSS1500
cg23010205,0.27,0.00398852608,0.851,1.000,chr3,189546664,TP63;TP63;TP63;TP63;MIR944;TP63;TP63,Body;Body;Body;Body;TSS1500;Body;Body
cg05206385,0.39,0.00398929356,0.851,1.000,chr9,77193217,RORB;MIR6130,Body;Body
cg07395611,0.22,0.003989532458,0.851,1.000,chr8,38750721,,
cg15582707,0.22,0.003989779814,0.851,1.000,chr1,6921545,CAMTA1,Body
cg00515408,-0.24,0.003990760116,0.851,1.000,chr12,100378195,ANKS1B;ANKS1B,5'UTR;1stExon
cg00669918,0.39,0.003991793762,0.851,1.000,chr16,22277773,EEF2K,Body
cg03707016,0.20,0.003991946795,0.851,1.000,chr15,28353889,,
cg08407980,-0.21,0.003993455187,0.851,1.000,chr19,45596364,PPP1R37,TSS200
cg13185074,0.17,0.003994718713,0.851,1.000,chr3,71104407,FOXP1;FOXP1;FOXP1;FOXP1;FOXP1;FOXP1;FOXP1;FOXP1,5'UTR;Body;Body;Body;Body;Body;Body;Body
cg00644025,0.57,0.003994837026,0.851,1.000,chr1,151965091,S100A10,5'UTR
cg21794816,-0.42,0.003995385848,0.851,1.000,chr17,77076092,ENGASE,Body
cg11578836,0.29,0.003998162105,0.851,1.000,chr7,30348057,ZNRF2,Body
cg24330765,-0.19,0.003998429314,0.851,1.000,chr5,151151190,G3BP1;G3BP1;LOC100652758,TSS1500;TSS1500;TSS200
cg00310523,-0.67,0.003998783829,0.851,1.000,chr12,86230176,RASSF9;RASSF9,5'UTR;1stExon
cg09449853,-0.28,0.00399911419,0.851,1.000,chr3,193096836,ATP13A5,TSS1500
cg00581334,0.43,0.003999398857,0.851,1.000,chr3,137904059,,
cg26322872,0.40,0.004002451151,0.851,1.000,chr8,94872093,,
cg16267046,0.23,0.004002927841,0.851,1.000,chr12,54982903,PPP1R1A,TSS1500
cg23306464,-0.30,0.004003826141,0.851,1.000,chr4,4868356,,
cg18109665,0.36,0.004006048376,0.851,1.000,chr3,9062474,SRGAP3;SRGAP3,Body;Body
cg17825709,-0.36,0.00400662477,0.851,1.000,chr7,100887364,FIS1,Body
cg08849509,0.25,0.004007620865,0.851,1.000,chr11,9837208,SBF2,Body
cg11895804,0.23,0.004008238923,0.851,1.000,chr4,157985351,,
cg05560127,-0.32,0.004009635859,0.851,1.000,chr11,128554774,,
cg12314730,-0.60,0.004010146807,0.851,1.000,chr4,78032003,,
cg02343915,-0.15,0.004010428937,0.851,1.000,chr9,130374443,STXBP1;STXBP1,TSS200;TSS200
cg25938608,0.56,0.004012134813,0.851,1.000,chr18,78012216,,
cg18386168,0.32,0.00401633801,0.851,1.000,chr13,113655884,MCF2L;MCF2L,TSS200;Body
cg07620114,0.30,0.004016534947,0.851,1.000,chr16,1610575,IFT140,Body
cg17997641,0.20,0.004016932157,0.851,1.000,chr4,11401872,HS3ST1,5'UTR
cg10973043,0.34,0.004017346763,0.851,1.000,chr13,27824191,RPL21,TSS1500
cg18856359,0.48,0.004018775473,0.851,1.000,chr5,78281684,ARSB;ARSB;ARSB,1stExon;5'UTR;5'UTR
cg07344583,-0.47,0.00402054122,0.851,1.000,chr15,89456631,MFGE8;MFGE8;MFGE8;MFGE8,1stExon;1stExon;5'UTR;5'UTR
cg10792831,0.35,0.004022123063,0.851,1.000,chr17,7578689,TP53;TP53;TP53;TP53;TP53;TP53;TP53;TP53;TP53;TP53,1stExon;Body;1stExon;5'UTR;1stExon;Body;Body;Body;5'UTR;5'UTR
cg00434010,0.27,0.004022483303,0.851,1.000,chr6,100903691,SIM1,Body
cg13204790,0.34,0.004025948151,0.851,1.000,chr16,81942779,PLCG2,Body
cg01915976,0.32,0.004026146561,0.851,1.000,chr9,118030739,Dec1,5'UTR
cg14865678,-0.82,0.004026915296,0.851,1.000,chr2,239984042,HDAC4,Body
cg13862013,0.30,0.004028216382,0.851,1.000,chr11,68549689,CPT1A;CPT1A,Body;Body
cg13396757,0.22,0.004031691877,0.851,1.000,chr2,131669751,,
cg07500168,0.22,0.004033793438,0.851,1.000,chr21,17457483,MIR99AHG;MIR99AHG;MIR99AHG,Body;Body;Body
cg25439248,0.24,0.004035245816,0.851,1.000,chr20,53176574,DOK5;DOK5,5'UTR;Body
cg22553273,0.40,0.004035941977,0.851,1.000,chr2,227660151,IRS1,1stExon
cg15071811,0.33,0.004037530379,0.851,1.000,chr6,137089059,MAP3K5,Body
cg13478668,0.30,0.004041595401,0.851,1.000,chr9,127710572,SCAI;SCAI,3'UTR;3'UTR
cg20313753,0.21,0.004042527338,0.851,1.000,chr2,165481215,,
cg24785316,0.23,0.004044931613,0.851,1.000,chr4,146815316,ZNF827,Body
cg13904432,0.19,0.004045590108,0.851,1.000,chr12,53545990,,
cg01741688,0.27,0.004045794327,0.851,1.000,chr2,109781768,SH3RF3,Body
cg24341515,0.20,0.004047541692,0.851,1.000,chr13,97884379,MBNL2;MBNL2,5'UTR;5'UTR
cg17790037,-0.46,0.004048385309,0.851,1.000,chr3,123324224,MYLK-AS1;MYLK-AS1,Body;Body
cg19297357,0.18,0.004048955784,0.851,1.000,chr1,228956847,,
cg14727409,0.25,0.00404941078,0.851,1.000,chr20,29994192,DEFB121,TSS1500
cg03850878,0.36,0.004052046006,0.851,1.000,chr4,77724563,,
cg14159342,0.43,0.004052811544,0.851,1.000,chr1,3624292,TP73;TP73;TP73;TP73,Body;Body;Body;Body
cg00219233,0.20,0.004056251539,0.851,1.000,chr7,44488884,NUDCD3,Body
cg00108098,0.31,0.004056335398,0.851,1.000,chr3,122637664,SEMA5B,Body
cg23540361,0.36,0.004056453041,0.851,1.000,chr7,30596669,LOC401320,Body
cg17985538,0.33,0.004056775228,0.851,1.000,chr6,40746034,,
cg20045696,-0.41,0.00405695927,0.851,1.000,chr14,77926864,AHSA1,Body
cg04582369,0.21,0.00405735746,0.851,1.000,chr3,4856946,ITPR1;ITPR1;ITPR1,Body;Body;Body
cg12683111,0.20,0.004059643955,0.851,1.000,chr1,179699038,,
cg16756620,-0.22,0.00406172584,0.851,1.000,chr2,170441054,PPIG,5'UTR
cg15125666,0.20,0.004062018478,0.851,1.000,chr10,112072174,,
cg03067207,0.22,0.004064343301,0.851,1.000,chr2,149618875,,
cg01378515,0.42,0.004066819755,0.851,1.000,chr3,124773106,HEG1,Body
cg16285447,-0.55,0.004067876367,0.851,1.000,chr14,23058779,DAD1,TSS1500
cg11605821,0.39,0.004069668846,0.851,1.000,chr21,40270495,LOC400867,Body
cg04558174,-0.23,0.0040711981,0.851,1.000,chr6,26205554,,
cg03309932,0.19,0.004074077708,0.851,1.000,chr6,152547950,SYNE1;SYNE1;SYNE1,Body;Body;Body
cg08878802,-0.26,0.004076923837,0.851,1.000,chr17,7346957,FGF11;CHRNB1,3'UTR;TSS1500
cg20556988,0.28,0.004077413121,0.851,1.000,chr17,32690127,CCL1,1stExon
cg23244129,0.17,0.004079522474,0.851,1.000,chr20,62701492,TCEA2;TCEA2,Body;Body
cg04095810,0.39,0.004081343143,0.851,1.000,chr15,57668087,CGNL1,TSS1500
cg03150409,0.19,0.004081471289,0.851,1.000,chr4,1892317,WHSC1,5'UTR
cg01073821,0.27,0.004081998454,0.851,1.000,chr2,202046548,CASP10;CASP10;CASP10,TSS1500;TSS1500;TSS1500
cg05765240,-0.22,0.004083664496,0.851,1.000,chr17,79318470,,
cg06495924,-0.16,0.004091758782,0.851,1.000,chr8,145149574,CYC1,TSS1500
cg21019638,-0.38,0.004093706675,0.851,1.000,chr12,45941762,,
cg04262538,-0.28,0.004094663962,0.851,1.000,chr19,51401351,,
cg27414593,0.38,0.004095641707,0.851,1.000,chr15,25317277,SNORD116-9;SNORD116-3,TSS1500;TSS1500
cg03564530,0.34,0.004095754443,0.851,1.000,chr21,31860473,KRTAP19-2,TSS1500
cg11425927,0.23,0.004096183376,0.851,1.000,chr13,114110807,DCUN1D2,3'UTR
cg09533268,0.34,0.004096912447,0.851,1.000,chr14,56214629,,
cg19836454,0.25,0.004099566038,0.851,1.000,chr1,95605515,TMEM56;TMEM56;TMEM56-RWDD3,5'UTR;5'UTR;5'UTR
cg20163667,0.18,0.004099703814,0.851,1.000,chr1,178429328,RASAL2;RASAL2,Body;Body
cg11736167,0.24,0.004100997065,0.851,1.000,chr11,118515159,PHLDB1;PHLDB1;PHLDB1,Body;Body;Body
cg20891481,-0.23,0.004102002682,0.851,1.000,chr3,71115714,FOXP1,Body
cg09117878,-0.14,0.004102105716,0.851,1.000,chr1,109289049,STXBP3,TSS1500
cg08285431,0.37,0.0041022272,0.851,1.000,chr19,47593414,ZC3H4,Body
cg14328612,-0.49,0.004102439572,0.851,1.000,chr1,222011091,LOC101929771,Body
cg24582990,0.63,0.004103018225,0.851,1.000,chr5,154248355,CNOT8;CNOT8;CNOT8;CNOT8;CNOT8;CNOT8;CNOT8;CNOT8;CNOT8,Body;Body;Body;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg16992165,0.24,0.004104068665,0.851,1.000,chr2,19304574,,
cg14645209,-0.14,0.004104141599,0.851,1.000,chr9,77568030,C9orf40,TSS1500
cg06180200,0.29,0.00410436248,0.851,1.000,chr19,39402936,CCER2,TSS200
cg10225640,-0.19,0.004104475792,0.851,1.000,chr12,121790611,ANAPC5;ANAPC5,5'UTR;TSS1500
cg19587828,0.19,0.004104661114,0.851,1.000,chr8,144989590,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg15381251,0.35,0.004106904728,0.851,1.000,chr22,32555275,C22orf42,TSS200
cg08644463,0.39,0.004107295373,0.851,1.000,chr1,110106962,GNAI3,Body
cg03301165,0.33,0.004107333716,0.851,1.000,chr16,19712046,C16orf62,3'UTR
cg26188612,0.18,0.004108731155,0.851,1.000,chr13,42713280,DGKH;DGKH;DGKH;DGKH;DGKH;DGKH;DGKH;DGKH,5'UTR;5'UTR;Body;Body;Body;5'UTR;Body;Body
cg00628788,0.33,0.004108828212,0.851,1.000,chr18,33529997,,
cg07973246,0.55,0.004108959478,0.851,1.000,chr12,64238719,SRGAP1,Body
cg21565333,0.33,0.004108969931,0.851,1.000,chr5,135168990,SLC25A48,TSS1500
cg26200971,0.28,0.004110470397,0.851,1.000,chr17,76054221,TNRC6C;TNRC6C,Body;Body
cg15705086,0.27,0.004110561912,0.851,1.000,chr2,238435962,MLPH;MLPH;MLPH;MLPH;MLPH,Body;Body;Body;Body;Body
cg08339979,0.35,0.004110689982,0.851,1.000,chr6,159734323,,
cg07070608,0.15,0.004110950974,0.851,1.000,chr9,100132085,LOC100499484-C9ORF174;LOC100499484-C9ORF174;LOC100499484-C9ORF174;CCDC180,Body;Body;Body;Body
cg07955871,-0.31,0.004111293614,0.851,1.000,chr5,177540243,N4BP3,TSS1500
cg12852151,0.20,0.004111509433,0.851,1.000,chr6,136547799,,
cg13612483,0.23,0.004112305134,0.851,1.000,chr4,99791177,,
cg02389631,-0.36,0.004113285705,0.851,1.000,chr11,70952555,,
cg18127887,-0.23,0.004113397247,0.851,1.000,chr17,36981547,CCDC49;CCDC49,5'UTR;1stExon
cg00786747,-0.26,0.004114704129,0.851,1.000,chr15,102042221,,
cg19733025,-0.32,0.00411476753,0.851,1.000,chr17,245079,,
cg12659780,-0.26,0.004115063618,0.851,1.000,chr3,121935104,CASR;CASR,5'UTR;5'UTR
cg08791653,0.18,0.004123100738,0.851,1.000,chr11,70183013,PPFIA1;PPFIA1;PPFIA1,Body;Body;Body
cg15331945,0.63,0.0041241834,0.851,1.000,chr12,34756042,,
cg07056965,0.23,0.004125862493,0.851,1.000,chr10,112629462,PDCD4-AS1,Body
cg10477854,-0.36,0.004125990121,0.851,1.000,chr21,40760975,WRB;WRB,Body;5'UTR
cg05599531,0.47,0.004126178154,0.851,1.000,chr17,30821847,MYO1D,Body
cg24422927,-0.21,0.00412702923,0.851,1.000,chr21,38640288,DSCR3,TSS1500
cg11449840,-0.23,0.00412712713,0.851,1.000,chr4,48271809,TEC;TEC,1stExon;5'UTR
cg05336477,0.38,0.004127751236,0.851,1.000,chr16,75416614,CFDP1,Body
cg15933527,-0.25,0.004129571617,0.851,1.000,chr12,51632360,DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2;DAZAP2,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg27041851,0.26,0.004130195593,0.851,1.000,chr6,76310856,SENP6;SENP6;SENP6,TSS1500;TSS1500;TSS1500
cg12243078,0.22,0.004130665828,0.851,1.000,chr11,72388282,,
cg01105229,0.65,0.004130787482,0.851,1.000,chr7,116964841,WNT2;WNT2,TSS1500;TSS1500
cg04293175,0.42,0.004131202223,0.851,1.000,chr11,14282775,SPON1,Body
cg16676292,0.30,0.004131623464,0.851,1.000,chr11,46718049,ARHGAP1,5'UTR
cg23606396,0.41,0.004132149281,0.851,1.000,chr6,29717917,LOC285830;LOC285830,TSS1500;TSS1500
cg04635069,0.19,0.004134198827,0.851,1.000,chr7,156636277,LMBR1,Body
cg04982834,0.34,0.004136118796,0.851,1.000,chr1,93258288,EVI5,TSS1500
cg16066235,-0.29,0.004139690005,0.851,1.000,chr6,164169838,,
cg02271578,0.31,0.004140075,0.851,1.000,chr12,96801895,,
cg18190746,0.17,0.004141008065,0.851,1.000,chr15,72337075,MYO9A,Body
cg03122269,0.31,0.004141704652,0.851,1.000,chr17,67114449,ABCA6,Body
cg27337821,0.21,0.004141795917,0.851,1.000,chr1,24354413,,
cg27037969,-0.16,0.004142550258,0.851,1.000,chr12,125549952,AACS;AACS,1stExon;5'UTR
cg03490971,0.41,0.004143835755,0.851,1.000,chr3,118903728,UPK1B,5'UTR
cg07341180,0.19,0.004145403259,0.851,1.000,chr3,168582290,,
cg23655615,-0.42,0.004145605371,0.851,1.000,chr3,13896124,WNT7A,Body
cg23362687,0.17,0.004149124593,0.851,1.000,chr7,883564,UNC84A;UNC84A,Body;Body
cg02410174,0.27,0.004149125675,0.851,1.000,chr16,68106750,DUS2;DUS2;DUS2,Body;Body;Body
cg07013955,-0.41,0.004152142418,0.851,1.000,chr16,1595532,IFT140;TMEM204,Body;Body
cg24652941,0.39,0.004153709348,0.851,1.000,chr16,87273809,,
cg00181669,0.22,0.004155093718,0.851,1.000,chr3,44000978,,
cg18966688,-0.31,0.004155243173,0.851,1.000,chr7,70096458,AUTS2;AUTS2,Body;Body
cg18698026,0.31,0.004156107321,0.851,1.000,chr9,37144929,ZCCHC7;ZCCHC7;ZCCHC7;ZCCHC7;ZCCHC7,Body;Body;Body;Body;Body
cg01581507,0.38,0.004157932772,0.851,1.000,chr2,213757173,,
cg06504624,0.26,0.004158486615,0.851,1.000,chr7,157157215,DNAJB6;DNAJB6,Body;Body
cg04712635,0.21,0.004159479331,0.851,1.000,chr5,141203013,,
cg23163513,-0.50,0.00416155172,0.851,1.000,chr11,1481925,BRSK2,Body
cg06146977,0.25,0.004162178369,0.851,1.000,chr13,43469464,EPSTI1;EPSTI1,Body;Body
cg23590542,0.37,0.004165107544,0.851,1.000,chr9,131366033,MIR1268A;SPTAN1;SPTAN1;SPTAN1,Body;Body;Body;Body
cg03443943,0.33,0.004165406024,0.851,1.000,chr4,177922420,,
cg20168495,0.29,0.004169926286,0.851,1.000,chr4,148283066,,
cg00883689,0.52,0.004170680438,0.851,1.000,chr2,54802904,SPTBN1;SPTBN1,Body;Body
cg13481413,0.32,0.00417333637,0.851,1.000,chr5,34044058,C1QTNF3;C1QTNF3;C1QTNF3-AMACR,TSS1500;TSS1500;Body
cg00509076,0.27,0.004173444199,0.851,1.000,chr14,50985414,MAP4K5;MAP4K5,Body;Body
cg24389924,0.26,0.004173507952,0.851,1.000,chr8,67032893,,
cg23362884,0.36,0.004173846388,0.851,1.000,chr10,112404974,RBM20,Body
cg12903047,-0.29,0.004174643451,0.851,1.000,chr11,68928793,,
cg06814515,0.35,0.004175963227,0.851,1.000,chr1,162357962,,
cg26504831,-0.24,0.004176394456,0.851,1.000,chr6,38608904,BTBD9;BTBD9,TSS1500;TSS1500
cg20007622,0.38,0.004176802489,0.851,1.000,chr11,14340592,RRAS2;RRAS2,Body;5'UTR
cg11060191,0.18,0.004176891314,0.851,1.000,chr8,119593292,SAMD12;SAMD12;SAMD12,Body;Body;Body
cg09875840,0.35,0.00417884,0.851,1.000,chr3,97754109,GABRR3;GABRR3;GABRR3,5'UTR;1stExon;Body
cg01328106,0.23,0.004180403616,0.851,1.000,chr4,81974352,BMP3,Body
cg02721155,0.37,0.004184012902,0.851,1.000,chr4,125634496,ANKRD50;ANKRD50,TSS1500;TSS1500
cg03651886,0.26,0.00418439957,0.851,1.000,chr10,80232179,,
cg22202548,0.20,0.004184790686,0.851,1.000,chr1,215358765,KCNK2;KCNK2;KCNK2,Body;Body;Body
cg22191745,0.30,0.004186703986,0.851,1.000,chr1,113550501,,
cg19572487,0.35,0.004189256456,0.851,1.000,chr17,38476024,RARA;RARA;RARA,5'UTR;5'UTR;5'UTR
cg27071882,0.24,0.004189531721,0.851,1.000,chr18,48917576,LOC100287225;LOC100287225,TSS1500;TSS1500
cg05266836,0.47,0.004189745239,0.851,1.000,chr17,55124187,,
cg08356356,0.15,0.004189999435,0.851,1.000,chr22,41611191,L3MBTL2,Body
cg14483856,0.25,0.004190150312,0.851,1.000,chr9,133706938,ABL1,Body
cg18090634,0.27,0.004190228655,0.851,1.000,chr11,47530711,CELF1;CELF1,5'UTR;5'UTR
cg10851318,0.45,0.004190458348,0.851,1.000,chr1,6204242,CHD5,Body
cg01758115,0.29,0.004190915943,0.851,1.000,chr16,48357692,LONP2,Body
cg24141387,-0.31,0.004194233988,0.851,1.000,chr9,91606128,C9orf47;C9orf47;S1PR3,1stExon;Body;TSS200
cg20919596,0.30,0.0041947237,0.851,1.000,chr7,2727028,AMZ1;AMZ1,TSS1500;5'UTR
cg22752924,0.36,0.004195676029,0.851,1.000,chr3,97978995,,
cg15897707,0.38,0.004196473665,0.851,1.000,chr9,123561886,,
cg01735147,0.37,0.004199327887,0.851,1.000,chr12,2526357,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg13124675,-0.25,0.004200353895,0.851,1.000,chr17,6441385,PITPNM3;PITPNM3,Body;Body
cg08255210,0.33,0.004200601442,0.851,1.000,chr17,17255120,,
cg26676091,0.34,0.004203113977,0.851,1.000,chr16,76269184,,
cg14652830,0.38,0.004204544227,0.851,1.000,chr12,57231007,,
cg08398147,-0.24,0.004205577428,0.851,1.000,chr7,99766376,GAL3ST4,TSS200
cg25521086,-0.40,0.004207384516,0.851,1.000,chr2,113341977,CHCHD5,TSS200
cg11894315,0.30,0.004208999261,0.851,1.000,chr12,7083580,EMG1,Body
cg10455940,0.22,0.004209079892,0.851,1.000,chr10,103213706,BTRC;BTRC,Body;Body
cg06580318,-0.32,0.004209365292,0.851,1.000,chr2,169747119,SPC25,TSS200
cg18306516,0.24,0.004209642356,0.851,1.000,chr10,81103258,,
cg02993882,-0.45,0.004209821758,0.851,1.000,chr16,4043463,ADCY9,Body
cg15303959,0.32,0.004211381633,0.851,1.000,chr7,128084493,,
cg05965853,0.19,0.004214118082,0.851,1.000,chr10,103553455,MGEA5;MGEA5,Body;Body
cg24413045,0.17,0.004215569,0.851,1.000,chr5,59050420,PDE4D;PDE4D;PDE4D,Body;Body;Body
cg06418431,-0.56,0.004216693644,0.851,1.000,chr10,61368821,,
cg13681768,0.34,0.004218712809,0.851,1.000,chr13,23948163,SACS;SACS,5'UTR;Body
cg08526006,0.26,0.004218950283,0.851,1.000,chr3,105405658,CBLB,Body
cg25759221,0.30,0.004219228616,0.851,1.000,chr5,109079666,MAN2A1,Body
cg03584021,0.20,0.004219528339,0.851,1.000,chr14,44618802,,
cg01290149,0.24,0.004220055372,0.851,1.000,chr12,68178833,,
cg02275947,0.18,0.004220266259,0.851,1.000,chr9,125524161,,
cg17248059,0.27,0.004220432141,0.851,1.000,chr6,72106649,,
cg02532341,0.30,0.004220960347,0.851,1.000,chr3,10399439,ATP2B2;ATP2B2,Body;Body
cg24198944,0.32,0.004222179019,0.851,1.000,chr7,96551237,,
cg12507840,-0.98,0.004222288758,0.851,1.000,chr13,99930073,UBAC2;UBAC2;UBAC2;MIR548AN,Body;Body;Body;Body
cg01142837,0.31,0.004224292414,0.851,1.000,chr12,108569519,WSCD2;WSCD2,5'UTR;5'UTR
cg12039490,0.17,0.004224604041,0.851,1.000,chr8,99258458,NIPAL2,Body
cg13315605,-0.24,0.004225860207,0.851,1.000,chr16,46666530,,
cg06008295,0.31,0.004226515234,0.851,1.000,chr8,103821815,,
cg14398359,0.28,0.0042277347,0.851,1.000,chr9,139907240,ABCA2;ABCA2,Body;Body
cg10741308,-0.54,0.004230593454,0.851,1.000,chr10,97175272,SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1,Body;Body;Body;Body;Body;Body;Body
cg10957885,0.38,0.004230975895,0.851,1.000,chr20,35028288,DLGAP4,5'UTR
cg13251788,0.19,0.00423124653,0.851,1.000,chr6,150001878,LATS1;LATS1,Body;Body
cg12429471,0.32,0.004232008999,0.851,1.000,chr7,114872705,LINC01392,TSS1500
cg04239831,-0.22,0.004232613608,0.851,1.000,chr15,90392043,AP3S2;AP3S2;AP3S2;C15orf38-AP3S2,Body;Body;Body;Body
cg03042870,-0.22,0.004233347034,0.851,1.000,chr9,3526190,RFX3;RFX3,TSS200;TSS200
