"Excel Table 4: Differentially methylatied positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg23341567,-0.45,0.006,1.00,1.00,chr17,38278395,MSL1,TSS1500
cg01744354,-0.30,0.006,1.00,1.00,chr2,27712243,IFT172,Body
cg04785308,-0.56,0.006,1.00,1.00,chr16,69235834,SNTB2,Body
cg17799287,-0.27,0.006,1.00,1.00,chr13,92001764,MIR19A;MIR17HG;MIR17HG;MIR17;MIR18A,TSS1500;Body;Body;TSS1500;TSS1500
cg19130511,-0.33,0.006,1.00,1.00,chr22,46451361,PRR34-AS1;PRR34,Body;TSS1500
cg01330456,-0.36,0.006,1.00,1.00,chr5,77996051,,
cg12572995,-0.31,0.006,1.00,1.00,chr2,101733772,TBC1D8,Body
cg22014708,-0.28,0.006,1.00,1.00,chr9,96216363,FAM120AOS;FAM120A;FAM120A;FAM120A;FAM120A,TSS1500;Body;Body;Body;Body
cg07045089,-0.34,0.006,1.00,1.00,chr1,3620218,TP73;TP73;TP73;TP73,Body;Body;Body;Body
cg14038763,-0.29,0.006,1.00,1.00,chr20,52110157,TSHZ2;TSHZ2,3'UTR;3'UTR
cg18736998,-0.33,0.006,1.00,1.00,chr8,133908643,TG,Body
cg17420463,-0.34,0.006,1.00,1.00,chr3,185046594,MAP3K13;MAP3K13,5'UTR;Body
cg22335882,-0.41,0.006,1.00,1.00,chr8,142233705,SLC45A4,Body
cg02910913,-0.29,0.006,1.00,1.00,chr17,72968277,C17orf28,Body
cg17963202,-0.24,0.006,1.00,1.00,chr3,118276905,,
cg02506694,-0.81,0.006,1.00,1.00,chr11,47333791,MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD;MADD,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg03928431,0.86,0.006,1.00,1.00,chr10,15018005,,
cg20147645,-0.39,0.006,1.00,1.00,chr13,28023563,MTIF3;MTIF3;MTIF3;MTIF3,5'UTR;5'UTR;5'UTR;5'UTR
cg22204103,-0.23,0.006,1.00,1.00,chr4,41540115,LIMCH1;LIMCH1;LIMCH1,Body;Body;Body
cg22608202,-0.69,0.006,1.00,1.00,chr6,138777028,NHSL1;NHSL1,Body;Body
cg13740929,-0.55,0.006,1.00,1.00,chr6,31651291,,
cg02594484,-0.44,0.006,1.00,1.00,chr14,103602621,TNFAIP2,3'UTR
cg07163687,-0.36,0.006,1.00,1.00,chr9,129767752,RALGPS1;RALGPS1;RALGPS1;RALGPS1,Body;Body;Body;Body
cg03050629,0.29,0.006,1.00,1.00,chr3,46307918,CCR3;CCR3;CCR3;CCR3,3'UTR;3'UTR;3'UTR;3'UTR
cg01845178,0.29,0.006,1.00,1.00,chr16,29823215,PRRT2,TSS200
cg10196372,0.34,0.006,1.00,1.00,chr16,4322417,TFAP4,Body
cg03977382,-0.76,0.006,1.00,1.00,chr11,99564911,CNTN5;CNTN5;CNTN5;CNTN5,Body;Body;Body;Body
cg23250750,-0.31,0.006,1.00,1.00,chr2,36891490,,
cg17427002,-0.30,0.006,1.00,1.00,chr7,12443146,VWDE,Body
cg18565893,-0.35,0.006,1.00,1.00,chr6,112474717,LAMA4;LAMA4;LAMA4,Body;Body;Body
cg01338043,-0.43,0.006,1.00,1.00,chr7,100136013,AGFG2,TSS1500
cg20143040,-0.27,0.006,1.00,1.00,chr8,144684354,,
cg21595813,1.00,0.006,1.00,1.00,chr7,23937204,,
cg00131618,-0.34,0.006,1.00,1.00,chr5,37248984,C5orf42,5'UTR
cg11813441,-0.26,0.006,1.00,1.00,chr5,176543790,,
cg08310748,-0.34,0.006,1.00,1.00,chr14,77974814,SPTLC2,3'UTR
cg10086936,-0.43,0.006,1.00,1.00,chr10,74269421,MICU1;MICU1;MICU1,Body;Body;Body
cg13468359,-0.34,0.006,1.00,1.00,chr19,31704931,,
cg11257041,-0.47,0.006,1.00,1.00,chr4,6918589,TBC1D14;TBC1D14,5'UTR;5'UTR
cg20174472,-0.32,0.006,1.00,1.00,chr20,61283288,SLCO4A1,5'UTR
cg01511567,-0.27,0.006,1.00,1.00,chr11,57103631,SSRP1,TSS1500
cg02108623,-0.29,0.006,1.00,1.00,chr6,106535425,PRDM1,Body
cg24229553,-0.32,0.006,1.00,1.00,chr8,141305245,TRAPPC9;TRAPPC9,Body;Body
cg04920527,-0.42,0.006,1.00,1.00,chr1,153505651,,
cg15978368,-0.42,0.006,1.00,1.00,chr11,73587728,COA4;PAAF1;PAAF1;PAAF1;PAAF1;PAAF1,5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;TSS200
cg22074576,-0.44,0.006,1.00,1.00,chr11,3181726,OSBPL5;OSBPL5;OSBPL5,5'UTR;5'UTR;5'UTR
cg14892073,-0.41,0.006,1.00,1.00,chr1,153518354,LOC101928034;S100A4;S100A4,Body;TSS200;TSS200
cg26190386,0.30,0.006,1.00,1.00,chr6,30994978,,
cg11581285,-0.44,0.006,1.00,1.00,chr11,33901181,LMO2,5'UTR
cg19846326,-0.38,0.006,1.00,1.00,chr10,15107101,OLAH;OLAH,Body;Body
cg07634101,0.72,0.006,1.00,1.00,chr3,182816873,MCCC1,Body
cg14944362,-0.24,0.006,1.00,1.00,chr20,1974924,PDYN,TSS1500
cg26227484,-0.44,0.006,1.00,1.00,chr1,192777455,RGS2,TSS1500
cg07109923,-0.36,0.006,1.00,1.00,chr20,35091317,DLGAP4;DLGAP4;DLGAP4,Body;5'UTR;Body
cg02089721,-0.30,0.006,1.00,1.00,chr3,16565578,,
cg22069718,-0.59,0.006,1.00,1.00,chr7,34082205,BMPER,Body
cg12018852,-0.26,0.006,1.00,1.00,chr7,138777233,ZC3HAV1;ZC3HAV1,Body;Body
cg00480269,-0.29,0.006,1.00,1.00,chr4,25192236,SEPSECS-AS1,Body
cg17571713,0.38,0.006,1.00,1.00,chr16,2060019,ZNF598,TSS200
cg17956387,0.36,0.006,1.00,1.00,chr1,208418015,PLXNA2,TSS1500
cg24903176,0.38,0.006,1.00,1.00,chr6,31588874,BAT2,5'UTR
cg20452212,-0.28,0.006,1.00,1.00,chr1,26737797,LIN28,Body
cg16260976,-0.26,0.006,1.00,1.00,chr5,134816424,,
cg05721478,0.28,0.006,1.00,1.00,chr13,39611454,C13orf23;C13orf23;C13orf23;C13orf23;NHLRC3;NHLRC3,1stExon;5'UTR;1stExon;5'UTR;TSS1500;TSS1500
cg20311673,0.47,0.006,1.00,1.00,chr2,1746207,PXDN,Body
cg26175729,-0.46,0.006,1.00,1.00,chr7,150726136,ABCB8,Body
cg07143815,0.36,0.006,1.00,1.00,chr8,66474918,,
cg11263624,0.32,0.006,1.00,1.00,chr6,35227228,ZNF76,TSS1500
cg20491726,-0.31,0.006,1.00,1.00,chr2,242820622,,
cg22858549,0.74,0.006,1.00,1.00,chr6,31865118,EHMT2;EHMT2,Body;Body
cg15390122,-0.47,0.006,1.00,1.00,chr6,152130188,ESR1;ESR1;ESR1;ESR1;ESR1;ESR1,Body;Body;Body;Body;Body;Body
cg03131677,-0.26,0.006,1.00,1.00,chr7,43965924,URGCP;UBE2D4;URGCP,5'UTR;TSS200;1stExon
cg07567260,-0.53,0.006,1.00,1.00,chr19,6737494,GPR108;GPR108,1stExon;TSS200
cg18101333,-0.38,0.006,1.00,1.00,chr6,33757359,LEMD2,TSS1500
cg24592370,0.32,0.006,1.00,1.00,chr12,132854818,GALNT9;LOC100130238,Body;Body
cg03459784,-0.52,0.006,1.00,1.00,chr12,107488149,CRY1,TSS1500
cg03974850,-0.34,0.006,1.00,1.00,chr8,66721195,PDE7A,Body
cg24156181,0.32,0.006,1.00,1.00,chr17,14989749,,
cg19669317,-0.29,0.007,1.00,1.00,chr12,32115319,KIAA1551,5'UTR
cg14573977,0.31,0.007,1.00,1.00,chr4,167087244,,
cg08004926,-0.27,0.007,1.00,1.00,chr1,31382496,SDC3,TSS1500
cg06795864,-0.32,0.007,1.00,1.00,chr18,37422205,,
cg13407413,0.37,0.007,1.00,1.00,chr15,65590241,,
cg05623253,0.37,0.007,1.00,1.00,chr12,1635293,,
cg12659587,-0.28,0.007,1.00,1.00,chr10,105668910,OBFC1,Body
cg12712184,-0.39,0.007,1.00,1.00,chr7,155790801,,
cg23483840,0.40,0.007,1.00,1.00,chr6,29974844,HLA-J;NCRNA00171,Body;Body
cg11631547,-0.31,0.007,1.00,1.00,chr11,113669901,USP28,3'UTR
cg25285762,-0.38,0.007,1.00,1.00,chr3,29377980,RBMS3;RBMS3;RBMS3;RBMS3;RBMS3,Body;Body;Body;Body;Body
cg11265696,-0.26,0.007,1.00,1.00,chr20,30305627,BCL2L1;BCL2L1,Body;Body
cg19501909,0.35,0.007,1.00,1.00,chr22,38001083,,
cg15950516,0.39,0.007,1.00,1.00,chr1,94375052,GCLM;GCLM;GCLM;GCLM,1stExon;1stExon;5'UTR;5'UTR
cg14197268,0.64,0.007,1.00,1.00,chr6,154475681,IPCEF1;IPCEF1;IPCEF1;OPRM1,3'UTR;3'UTR;3'UTR;Body
cg10246903,-0.33,0.007,1.00,1.00,chr13,45222710,,
cg09150550,-0.38,0.007,1.00,1.00,chr1,185308635,,
cg19017142,-0.33,0.007,1.00,1.00,chr2,64431245,,
cg23769730,-0.32,0.007,1.00,1.00,chr10,12113873,DHTKD1,Body
cg15777769,0.37,0.007,1.00,1.00,chr7,38423649,AMPH;AMPH,3'UTR;3'UTR
cg21692534,-0.55,0.007,1.00,1.00,chr3,142663498,,
cg05379350,-0.27,0.007,1.00,1.00,chr17,27917157,GIT1;GIT1,TSS1500;TSS1500
cg23093164,-0.30,0.007,1.00,1.00,chr21,35899468,RCAN1;RCAN1;RCAN1;RCAN1,TSS200;Body;Body;5'UTR
cg01936753,-0.48,0.007,1.00,1.00,chr3,20267404,,
cg27185772,-0.25,0.007,1.00,1.00,chr12,113725987,TPCN1;TPCN1,Body;Body
cg19208051,-0.39,0.007,1.00,1.00,chr10,77888209,C10orf11;C10orf11;C10orf11,Body;Body;Body
cg05655647,-0.46,0.007,1.00,1.00,chr12,51157023,ATF1,TSS1500
cg02148426,-0.53,0.007,1.00,1.00,chr7,32801268,,
cg08347500,0.50,0.007,1.00,1.00,chr16,54316049,,
cg17039645,-0.29,0.007,1.00,1.00,chr6,32294503,C6orf10,Body
cg16677191,-0.24,0.007,1.00,1.00,chr5,95159423,GLRX;GLRX,TSS1500;TSS1500
cg00298025,-0.34,0.007,1.00,1.00,chr20,49604516,,
cg20633070,-0.60,0.007,1.00,1.00,chr22,20931299,MED15;MED15;MED15;MED15;MED15;MED15,Body;Body;Body;Body;Body;Body
cg27129731,-0.35,0.007,1.00,1.00,chr15,37393009,MEIS2;MEIS2;MEIS2;MEIS2;MEIS2;MEIS2,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;TSS1500
cg04098985,-0.29,0.007,1.00,1.00,chr1,101358409,EXTL2;EXTL2,5'UTR;5'UTR
cg12171402,-0.28,0.007,1.00,1.00,chr7,137139098,DGKI,Body
cg14133275,-0.35,0.007,1.00,1.00,chr14,69680845,EXD2;EXD2;EXD2;EXD2;EXD2;EXD2;EXD2,5'UTR;Body;Body;Body;Body;Body;Body
cg25212270,-0.41,0.007,1.00,1.00,chr15,78015279,,
cg20222871,-0.31,0.007,1.00,1.00,chr1,67929407,,
cg02255871,-0.31,0.007,1.00,1.00,chr18,46067528,KIAA0427;KIAA0427,5'UTR;5'UTR
cg08334000,-0.41,0.007,1.00,1.00,chr22,28792294,TTC28,Body
cg02976719,0.49,0.007,1.00,1.00,chr10,122216357,PPAPDC1A,TSS200
cg20221459,-0.29,0.007,1.00,1.00,chr4,54297372,FIP1L1;FIP1L1;FIP1L1,Body;Body;Body
cg18590680,-0.31,0.007,1.00,1.00,chr6,112314904,,
cg04309801,-0.52,0.007,1.00,1.00,chr1,54120746,GLIS1,5'UTR
cg23108188,-0.42,0.007,1.00,1.00,chr3,188080604,LPP;LPP;LPP,5'UTR;5'UTR;5'UTR
cg04547002,-0.37,0.007,1.00,1.00,chr5,122551801,,
cg04436755,-0.25,0.007,1.00,1.00,chr15,74218767,LOXL1,TSS200
cg13128280,-0.33,0.007,1.00,1.00,chr11,102097528,YAP1;YAP1;YAP1;YAP1;YAP1;YAP1;YAP1;YAP1;YAP1,Body;Body;Body;Body;Body;Body;Body;Body;Body
cg22714784,-0.37,0.007,1.00,1.00,chr20,61332400,,
cg00295574,-0.38,0.007,1.00,1.00,chr14,61568217,,
cg09277816,0.47,0.007,1.00,1.00,chr6,31866255,EHMT2;EHMT2,TSS1500;TSS1500
cg19808643,-0.39,0.007,1.00,1.00,chr5,122110361,SNX2,TSS1500
cg19508911,-0.51,0.007,1.00,1.00,chr1,47640803,,
cg03647429,0.37,0.007,1.00,1.00,chr4,1723020,TMEM129;TMEM129;TMEM129;TMEM129;TACC3,1stExon;1stExon;5'UTR;5'UTR;TSS200
cg06242471,-0.30,0.007,1.00,1.00,chr13,27843250,RASL11A,TSS1500
cg23027329,-0.52,0.007,1.00,1.00,chr10,603950,DIP2C,Body
cg05391011,-0.27,0.007,1.00,1.00,chr10,103986245,ELOVL3;ELOVL3,1stExon;5'UTR
cg05899519,0.32,0.007,1.00,1.00,chr5,43730027,,
cg21052873,-0.26,0.007,1.00,1.00,chr12,124938573,NCOR2;NCOR2,Body;Body
cg10364115,-0.56,0.007,1.00,1.00,chr7,2560976,LFNG;LFNG;LFNG;LFNG,Body;Body;Body;Body
cg06150430,-0.27,0.007,1.00,1.00,chr17,74564875,ST6GALNAC2,Body
cg25346117,-0.45,0.007,1.00,1.00,chr1,116923256,ATP1A1;ATP1A1,Body;Body
cg00102126,-0.33,0.007,1.00,1.00,chr8,130900744,FAM49B;FAM49B;FAM49B;FAM49B;FAM49B,Body;Body;Body;5'UTR;5'UTR
cg20554228,0.35,0.007,1.00,1.00,chr7,30029238,SCRN1;SCRN1;SCRN1;SCRN1,5'UTR;Body;5'UTR;5'UTR
cg09560979,-0.39,0.007,1.00,1.00,chr8,38615235,TACC1,5'UTR
cg12649455,-0.42,0.007,1.00,1.00,chr20,61878032,NKAIN4,Body
cg24743838,-0.27,0.007,1.00,1.00,chr8,143696464,ARC,TSS1500
cg08881796,-0.29,0.007,1.00,1.00,chr17,618545,VPS53;VPS53,TSS1500;TSS1500
cg22772010,-0.24,0.007,1.00,1.00,chr16,20910742,LYRM1;LYRM1;LYRM1;LYRM1;LYRM1;LYRM1;LYRM1;LYRM1;DCUN1D3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR
cg02169487,0.43,0.007,1.00,1.00,chr10,62493065,,
cg05432604,-0.24,0.007,1.00,1.00,chr20,3633539,,
cg03062822,-0.52,0.007,1.00,1.00,chr1,203320651,FMOD;FMOD,TSS200;TSS200
cg14734340,-0.31,0.007,1.00,1.00,chr11,57412660,YPEL4,3'UTR
cg22219379,-0.30,0.007,1.00,1.00,chr3,140541355,,
cg02216442,-0.39,0.007,1.00,1.00,chr18,46381931,CTIF;CTIF,Body;Body
cg27452844,-0.33,0.007,1.00,1.00,chr2,170331892,,
cg03387716,-0.35,0.007,1.00,1.00,chr4,36244174,ARAP2,5'UTR
cg00670031,-0.39,0.007,1.00,1.00,chr14,21980058,METTL3,TSS1500
cg17920195,-0.34,0.007,1.00,1.00,chr4,129149383,,
cg13861099,-0.37,0.007,1.00,1.00,chr2,211368502,CPS1,Body
cg14361252,0.86,0.007,1.00,1.00,chr13,111465457,,
cg13311440,-0.31,0.007,1.00,1.00,chr1,160681404,CD48,Body
cg16540789,-0.34,0.007,1.00,1.00,chr16,75150784,LDHD;LDHD,TSS200;TSS200
cg01909921,-0.56,0.007,1.00,1.00,chr9,135854246,GFI1B;GFI1B,5'UTR;5'UTR
cg01468309,0.26,0.007,1.00,1.00,chr11,12398904,PARVA,TSS1500
cg00910447,-0.27,0.007,1.00,1.00,chr16,1252154,CACNA1H;CACNA1H,Body;Body
cg08325835,0.49,0.007,1.00,1.00,chr11,118273028,LOC100131626;LOC100131626;ATP5L;ATP5L,Body;Body;Body;Body
cg01372694,-0.39,0.007,1.00,1.00,chr7,65878352,,
cg07269906,-0.38,0.007,1.00,1.00,chr19,38480549,SIPA1L3,5'UTR
cg14143326,0.44,0.007,1.00,1.00,chr9,139553210,,
cg26955290,-0.29,0.007,1.00,1.00,chr17,7015607,ASGR2;ASGR2;ASGR2;ASGR2,Body;Body;Body;Body
cg22606736,-0.30,0.007,1.00,1.00,chr19,3803270,MATK,TSS1500
cg23450357,0.55,0.007,1.00,1.00,chr4,2833748,SH3BP2;SH3BP2;SH3BP2;SH3BP2,Body;Body;Body;Body
cg05465916,-0.32,0.007,1.00,1.00,chr17,7819762,LOC284023,TSS1500
cg11128799,0.28,0.007,1.00,1.00,chr2,42721159,KCNG3;KCNG3;MTA3;KCNG3;KCNG3,1stExon;1stExon;TSS1500;5'UTR;5'UTR
cg04814021,-0.24,0.007,1.00,1.00,chr17,75693889,,
cg01158804,-0.30,0.007,1.00,1.00,chr5,472216,PP7080;LOC100288152,Body;TSS1500
cg23378165,-0.37,0.007,1.00,1.00,chr17,9550256,USP43,Body
cg11893511,0.47,0.007,1.00,1.00,chr19,48759982,CARD8-AS1;CARD8;CARD8,Body;TSS1500;TSS1500
cg00402783,-0.45,0.007,1.00,1.00,chr18,12092978,ANKRD62,TSS1500
cg02018347,0.41,0.007,1.00,1.00,chr6,162857617,PARK2;PARK2;PARK2,Body;Body;Body
cg13070290,-0.24,0.007,1.00,1.00,chr16,75505917,,
cg18722881,-0.53,0.007,1.00,1.00,chr11,22688139,GAS2,TSS200
cg19565396,-0.41,0.007,1.00,1.00,chr6,4706336,CDYL,TSS200
cg23112946,-0.26,0.007,1.00,1.00,chr5,10762094,DAP;DAP,TSS1500;TSS1500
cg21376883,-0.35,0.007,1.00,1.00,chr1,236850232,ACTN2,Body
cg23489195,-0.33,0.007,1.00,1.00,chr5,132184157,,
cg00380209,0.50,0.007,1.00,1.00,chr11,55605027,OR5D16,TSS1500
cg18041048,0.27,0.007,1.00,1.00,chr2,211367923,CPS1,Body
cg13983692,-0.32,0.007,1.00,1.00,chr19,3808649,ZFR2,Body
cg10152756,0.34,0.007,1.00,1.00,chr16,69364566,COG8;PDF,3'UTR;TSS200
cg25487976,-0.41,0.007,1.00,1.00,chr14,75536309,ACYP1;ACYP1;ZC2HC1C;ZC2HC1C;ZC2HC1C;ZC2HC1C;ZC2HC1C,TSS200;TSS200;1stExon;1stExon;5'UTR;5'UTR;Body
cg21958798,-0.35,0.007,1.00,1.00,chr11,106890084,GUCY1A2,TSS1500
cg07656086,-0.27,0.007,1.00,1.00,chr12,661545,B4GALNT3,Body
cg07137244,-0.54,0.007,1.00,1.00,chr17,29636863,NF1;EVI2B;NF1,Body;5'UTR;Body
cg06735806,0.31,0.007,1.00,1.00,chr14,37667689,MIPOL1,5'UTR
cg10965371,-0.25,0.007,1.00,1.00,chr11,91247052,,
cg26981201,-0.51,0.007,1.00,1.00,chr5,90679533,LOC100129716;ARRDC3,Body;TSS1500
cg14155347,0.27,0.007,1.00,1.00,chr13,98279945,,
cg11126743,-0.36,0.007,1.00,1.00,chr1,161133479,USP21;USP21,Body;Body
cg21384462,0.32,0.007,1.00,1.00,chr3,56502814,ERC2,TSS1500
cg06265123,-0.26,0.007,1.00,1.00,chr20,5050958,,
cg13217373,-0.35,0.007,1.00,1.00,chr6,167275395,RPS6KA2,Body
cg14881178,-0.47,0.007,1.00,1.00,chr3,128713151,KIAA1257,TSS200
cg01654035,-0.32,0.007,1.00,1.00,chr3,29133230,,
cg17184220,-0.29,0.007,1.00,1.00,chr4,88927686,PKD2,TSS1500
cg19236431,-0.28,0.007,1.00,1.00,chr6,158447877,SYNJ2,Body
cg03248158,-0.49,0.007,1.00,1.00,chr4,122632918,,
cg10905180,-0.46,0.007,1.00,1.00,chr11,4701824,OR51E2,3'UTR
cg27125090,-0.27,0.007,1.00,1.00,chr1,62601645,INADL,Body
cg07667560,-0.28,0.007,1.00,1.00,chr19,42637805,POU2F2,TSS1500
cg06233376,0.35,0.007,1.00,1.00,chr16,6532764,A2BP1;A2BP1,5'UTR;5'UTR
cg08839312,-0.60,0.007,1.00,1.00,chr16,89237997,CDH15,TSS200
cg11466856,-0.42,0.007,1.00,1.00,chr20,277607,ZCCHC3,TSS1500
cg27534083,-0.42,0.007,1.00,1.00,chr5,54515036,,
cg13775753,-0.29,0.007,1.00,1.00,chr3,197511060,FYTTD1;FYTTD1;FYTTD1,Body;3'UTR;3'UTR
cg00699601,-0.26,0.007,1.00,1.00,chr6,32762284,,
cg01561259,-0.67,0.007,1.00,1.00,chr17,78560781,RPTOR;RPTOR,Body;Body
cg00265317,0.41,0.007,1.00,1.00,chr16,70472993,ST3GAL2,TSS200
cg20542619,-0.44,0.007,1.00,1.00,chr18,77289104,NFATC1;NFATC1;NFATC1;NFATC1,3'UTR;3'UTR;3'UTR;3'UTR
cg04098052,-0.28,0.007,1.00,1.00,chr7,24517414,,
cg07480608,-0.37,0.007,1.00,1.00,chr3,15352493,SH3BP5;SH3BP5,Body;5'UTR
cg03240321,-0.26,0.007,1.00,1.00,chr5,171108853,,
cg04033637,-0.37,0.007,1.00,1.00,chr5,85648560,,
cg18330536,-0.34,0.007,1.00,1.00,chr7,23327266,,
cg26939946,-0.38,0.007,1.00,1.00,chr17,19314395,RNF112,TSS200
cg17247190,-0.25,0.007,1.00,1.00,chr6,141883437,,
cg15568565,-0.35,0.007,1.00,1.00,chr3,52426421,DNAH1,Body
cg21949781,-0.34,0.007,1.00,1.00,chr18,43652366,PSTPIP2,TSS200
cg03827423,0.71,0.007,1.00,1.00,chr12,108955253,ISCU;ISCU;SART3,TSS1500;TSS1500;TSS200
cg08231730,-0.27,0.007,1.00,1.00,chr11,63753169,OTUB1;OTUB1,TSS200;TSS200
cg10672754,-0.31,0.007,1.00,1.00,chr18,56486327,,
cg13651302,-0.41,0.007,1.00,1.00,chr1,233275719,PCNXL2,Body
cg04988917,-0.37,0.007,1.00,1.00,chr6,27291585,FKSG83,TSS1500
cg11998447,-0.29,0.007,1.00,1.00,chr10,11494746,,
cg13631383,-0.38,0.007,1.00,1.00,chr5,52286162,ITGA2;ITGA2;ITGA2;ITGA2;ITGA2;ITGA2,Body;Body;Body;Body;Body;Body
cg04293265,0.29,0.007,1.00,1.00,chr1,205562754,MFSD4,Body
cg24488281,-0.28,0.007,1.00,1.00,chr2,145278106,ZEB2-AS1;LINC01412;ZEB2;ZEB2;ZEB2,Body;TSS1500;TSS200;TSS200;TSS200
cg08926965,0.61,0.007,1.00,1.00,chr2,105489105,LINC01159;LINC01159,TSS200;TSS200
cg10613387,-0.42,0.007,1.00,1.00,chr8,37738443,RAB11FIP1;RAB11FIP1,Body;Body
cg05008027,-0.24,0.007,1.00,1.00,chr17,63097370,LOC100507002,Body
cg10903575,-0.23,0.007,1.00,1.00,chr17,768075,NXN;NXN,TSS1500;Body
cg22118147,-0.24,0.007,1.00,1.00,chr5,172144013,,
cg06885175,-0.32,0.007,1.00,1.00,chr6,25788879,SLC17A1,3'UTR
cg24393949,-0.28,0.007,1.00,1.00,chr17,7973689,,
cg02400449,0.34,0.007,1.00,1.00,chr22,38857584,,
cg09495953,-0.35,0.007,1.00,1.00,chr4,7688794,SORCS2,Body
cg27344515,-0.25,0.007,1.00,1.00,chr8,125259814,LOC101927588,TSS200
cg13192779,-0.36,0.007,1.00,1.00,chr3,182756521,MCCC1;MCCC1;MCCC1;MCCC1,Body;Body;Body;Body
cg03777405,-0.33,0.007,1.00,1.00,chr17,46125833,NFE2L1,5'UTR
cg06357748,0.47,0.007,1.00,1.00,chr12,1025529,RAD52,Body
cg11807280,-0.41,0.007,1.00,1.00,chr2,66654644,,
cg22231909,-0.38,0.007,1.00,1.00,chr4,86582384,ARHGAP24,Body
cg04406111,0.50,0.007,1.00,1.00,chr10,123779210,TACC2;TACC2,5'UTR;5'UTR
cg09900172,0.59,0.007,1.00,1.00,chr2,145801454,TEX41,Body
cg20489450,0.42,0.007,1.00,1.00,chr22,27309483,LINC01422,Body
cg08817693,-0.46,0.007,1.00,1.00,chr12,107348944,C12orf23,TSS1500
cg17914408,0.24,0.007,1.00,1.00,chr1,213783750,,
cg19601293,-0.27,0.007,1.00,1.00,chr7,2029752,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg05641698,-0.25,0.007,1.00,1.00,chr2,201195632,SPATS2L;SPATS2L;SPATS2L;SPATS2L;SPATS2L;SPATS2L;SPATS2L,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body
cg01110114,-1.00,0.007,1.00,1.00,chr2,61192536,PUS10,Body
cg01685893,-0.28,0.007,1.00,1.00,chr11,112048262,BCO2;BCO2,5'UTR;Body
cg22956649,-0.38,0.007,1.00,1.00,chr2,177046513,,
cg14340463,0.35,0.007,1.00,1.00,chr19,58665643,,
cg20909234,-0.63,0.007,1.00,1.00,chr2,83065254,,
cg05578649,0.37,0.007,1.00,1.00,chr2,74710080,CCDC142;CCDC142;TTC31;TTC31,1stExon;5'UTR;TSS200;TSS200
cg13698578,-0.37,0.007,1.00,1.00,chr14,61982803,PRKCH,Body
cg26271840,-0.26,0.007,1.00,1.00,chr12,133281504,PXMP2,3'UTR
cg23136920,0.35,0.007,1.00,1.00,chr16,72699218,LINC01572,TSS1500
cg07712977,-0.33,0.007,1.00,1.00,chr11,834676,CD151;CD151;CD151;CD151,5'UTR;5'UTR;5'UTR;5'UTR
cg13543833,-0.37,0.007,1.00,1.00,chr9,88309142,AGTPBP1,Body
cg04990605,0.28,0.007,1.00,1.00,chr9,140394139,PNPLA7;PNPLA7,Body;Body
cg18234352,-0.27,0.007,1.00,1.00,chr19,18977405,UPF1,3'UTR
cg17439093,0.45,0.007,1.00,1.00,chr7,107302364,SLC26A4;LOC286002,Body;TSS200
cg04490216,0.30,0.007,1.00,1.00,chr1,74968243,FPGT-TNNI3K;TNNI3K,Body;Body
cg06030234,-0.36,0.007,1.00,1.00,chr2,145053755,GTDC1;GTDC1;GTDC1;GTDC1,5'UTR;5'UTR;5'UTR;5'UTR
cg05342682,-0.35,0.007,1.00,1.00,chr7,94953680,PON1,Body
cg03242507,-0.28,0.007,1.00,1.00,chr15,36649226,,
cg11795809,-0.33,0.007,1.00,1.00,chr9,92271335,UNQ6494,Body
cg08714510,-0.26,0.007,1.00,1.00,chr2,106755481,UXS1;UXS1;UXS1;UXS1,TSS200;Body;Body;Body
cg13624958,-0.34,0.007,1.00,1.00,chr2,3627973,RPS7,Body
cg01205584,-0.30,0.007,1.00,1.00,chr1,226270724,,
cg11513637,-0.41,0.007,1.00,1.00,chr13,37005501,CCNA1;CCNA1;CCNA1;CCNA1,TSS1500;TSS1500;TSS1500;TSS1500
cg00564916,-0.32,0.007,1.00,1.00,chr7,6099761,EIF2AK1;EIF2AK1,TSS1500;TSS1500
cg24645497,-0.35,0.007,1.00,1.00,chr17,49727189,CA10;CA10;CA10,Body;Body;Body
cg21403602,-0.41,0.007,1.00,1.00,chr10,112039248,MXI1;MXI1;MXI1,Body;Body;Body
cg13344095,-0.45,0.007,1.00,1.00,chr6,26233352,,
cg22768853,0.42,0.008,1.00,1.00,chr5,173846862,,
cg08585458,-0.34,0.008,1.00,1.00,chr16,89519917,LOC101927817;LOC101927817;ANKRD11;ANKRD11;ANKRD11;ANKRD11,Body;Body;Body;5'UTR;5'UTR;5'UTR
cg11569379,-0.36,0.008,1.00,1.00,chr13,80093587,NDFIP2;NDFIP2,Body;Body
cg00207731,-0.23,0.008,1.00,1.00,chr15,91416118,FURIN,5'UTR
