"Excel Table 8: Differentially variable positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg17432256,0.22,0.001,0.363,1.000,chr1,225600291,LBR;LBR,Body;Body
cg24687579,0.26,0.001,0.363,1.000,chr7,101555980,CUX1;CUX1;CUX1;CUX1;CUX1;CUX1;CUX1,Body;Body;Body;Body;Body;Body;Body
cg02492410,0.23,0.001,0.363,1.000,chr22,46716028,GTSE1,Body
cg14283939,0.23,0.001,0.363,1.000,chr15,72020908,THSD4,Body
cg23971696,0.26,0.001,0.363,1.000,chr12,85411086,TSPAN19,Body
cg25577456,0.22,0.001,0.363,1.000,chr10,7683985,ITIH5;ITIH5,Body;Body
cg08263507,-0.15,0.001,0.363,1.000,chr2,238480950,,
cg16754613,-0.18,0.001,0.363,1.000,chr16,89163418,ACSF3;ACSF3;ACSF3,Body;5'UTR;5'UTR
cg13640921,0.28,0.001,0.363,1.000,chr2,74510824,SLC4A5;SLC4A5,Body;Body
cg23597264,0.14,0.001,0.363,1.000,chr2,579667,,
cg06940847,0.26,0.001,0.363,1.000,chr3,158459500,,
cg18305583,0.20,0.001,0.363,1.000,chr8,74394435,STAU2;STAU2;STAU2;STAU2,Body;Body;Body;Body
cg27396830,0.24,0.001,0.363,1.000,chr1,11760709,C1orf187,5'UTR
cg16052494,-0.21,0.001,0.363,1.000,chr14,75761213,,
cg08654960,-0.25,0.001,0.363,1.000,chr16,85319859,,
cg09953122,0.89,0.001,0.363,1.000,chr20,23471693,CST8,TSS200
cg25904659,0.24,0.001,0.363,1.000,chr17,916272,ABR;ABR;ABR,Body;Body;Body
cg05261433,0.26,0.001,0.363,1.000,chr19,403863,,
cg15397696,0.27,0.001,0.363,1.000,chr2,173686055,RAPGEF4;RAPGEF4,TSS1500;Body
cg21950780,0.19,0.001,0.363,1.000,chr4,122718592,,
cg25570190,0.81,0.001,0.363,1.000,chr22,23145087,,
cg21040969,0.23,0.001,0.363,1.000,chr16,81398893,GAN,Body
cg20640862,0.25,0.001,0.363,1.000,chr12,77481302,,
cg09628601,0.27,0.001,0.363,1.000,chr19,47523630,NPAS1,TSS1500
cg12863629,0.20,0.001,0.363,1.000,chr10,131979663,,
cg12643710,0.24,0.001,0.363,1.000,chr10,18448187,CACNB2;CACNB2;CACNB2;CACNB2;CACNB2;CACNB2,Body;Body;Body;Body;Body;Body
cg25595571,-0.52,0.001,0.363,1.000,chr14,104029029,BAG5;BAG5;BAG5;BAG5;C14orf153,TSS1500;5'UTR;1stExon;TSS1500;TSS1500
cg09249446,0.16,0.001,0.363,1.000,chr6,32182690,NOTCH4,Body
cg16118023,0.26,0.001,0.363,1.000,chr17,15136970,PMP22;PMP22;PMP22;PMP22;PMP22;PMP22;PMP22,Body;Body;Body;Body;Body;Body;Body
cg07894586,0.24,0.001,0.363,1.000,chr2,86022699,,
cg25661892,0.30,0.001,0.364,1.000,chr6,40567317,,
cg24624696,0.35,0.001,0.364,1.000,chr18,65264776,LOC643542,Body
cg25195899,0.15,0.001,0.364,1.000,chr17,25640203,WSB1;WSB1,3'UTR;3'UTR
cg05586784,-0.14,0.001,0.365,1.000,chr4,84101816,,
cg26215399,0.17,0.001,0.365,1.000,chr8,21949782,FAM160B2,Body
cg22977139,0.21,0.001,0.365,1.000,chr14,101531867,MIR369;MIR410;MIR412;MIR656,TSS200;TSS1500;Body;TSS1500
cg23419490,0.28,0.001,0.365,1.000,chr11,2904746,CDKN1C;CDKN1C;CDKN1C,3'UTR;3'UTR;3'UTR
cg14671741,0.16,0.001,0.365,1.000,chr4,132987450,,
cg10245123,-0.50,0.001,0.365,1.000,chr11,113906981,,
cg15069850,0.23,0.001,0.365,1.000,chr1,12426567,VPS13D;VPS13D,Body;Body
cg09658052,0.23,0.001,0.365,1.000,chr13,44680547,,
cg10051213,0.24,0.001,0.365,1.000,chr9,456725,DOCK8;DOCK8;DOCK8,Body;Body;Body
cg16200358,0.22,0.001,0.365,1.000,chr1,90234103,,
cg01087880,-0.64,0.001,0.365,1.000,chr3,9975336,CRELD1;CRELD1;CRELD1,TSS200;TSS200;TSS200
cg12326725,0.39,0.001,0.365,1.000,chr19,49340456,HSD17B14;PLEKHA4;PLEKHA4,TSS1500;3'UTR;3'UTR
cg07623160,-0.23,0.001,0.365,1.000,chr10,30831581,,
cg14783044,0.24,0.001,0.365,1.000,chr6,157423398,ARID1B;ARID1B,Body;Body
cg11345918,-0.18,0.001,0.365,1.000,chr11,1596165,HCCA2;LOC338651,Body;Body
cg03707742,0.75,0.001,0.365,1.000,chr15,102181550,TM2D3;TM2D3,Body;Body
cg17121400,0.13,0.001,0.365,1.000,chr13,26352738,ATP8A2,Body
cg24168114,0.29,0.001,0.365,1.000,chr15,91305476,BLM;BLM;BLM;BLM,Body;Body;Body;Body
cg18819445,0.34,0.001,0.365,1.000,chr1,8106557,,
cg16925449,0.20,0.001,0.365,1.000,chr6,8103357,EEF1E1;EEF1E1;EEF1E1-BLOC1S5,TSS1500;TSS1500;TSS1500
cg19939627,0.29,0.001,0.365,1.000,chr16,1823875,EME2;MRPS34,Body;TSS1500
cg02446319,0.27,0.001,0.365,1.000,chr16,81077645,ATMIN;ATMIN,Body;Body
cg15699057,0.27,0.001,0.365,1.000,chr10,12186533,SEC61A2;SEC61A2;SEC61A2;SEC61A2;SEC61A2,Body;Body;Body;Body;Body
cg09128612,0.23,0.001,0.365,1.000,chr9,125010903,RBM18;RBM18;RBM18,Body;Body;Body
cg07564296,0.18,0.001,0.365,1.000,chr11,538666,LRRC56,5'UTR
cg25416719,0.22,0.001,0.365,1.000,chr7,105415970,ATXN7L1;ATXN7L1,Body;Body
cg02541251,0.28,0.001,0.366,1.000,chr20,10627053,JAG1,Body
cg04858994,0.23,0.001,0.366,1.000,chr11,102366334,,
cg21207003,0.29,0.001,0.366,1.000,chr3,113798887,QTRTD1,Body
cg07856616,-0.24,0.001,0.366,1.000,chr19,48866357,TMEM143;SYNGR4,Body;TSS1500
cg06535740,0.19,0.001,0.366,1.000,chr7,12693371,,
cg00517168,0.26,0.001,0.366,1.000,chr6,42746047,,
cg04710658,0.23,0.001,0.366,1.000,chr12,112025159,ATXN2;ATXN2;ATXN2;ATXN2,5'UTR;5'UTR;Body;Body
cg14330460,0.20,0.001,0.366,1.000,chr6,168559427,,
cg05688713,0.20,0.001,0.366,1.000,chr2,224705573,,
cg17903539,0.19,0.001,0.366,1.000,chr3,192640945,,
cg08509109,0.41,0.001,0.367,1.000,chr6,80659058,,
cg03877420,0.36,0.001,0.367,1.000,chr5,1004367,,
cg04822171,0.21,0.001,0.367,1.000,chr7,106302930,CCDC71L,TSS1500
cg02197034,-0.23,0.001,0.367,1.000,chr5,52084350,PELO;ITGA1,5'UTR;Body
cg09286464,0.21,0.001,0.367,1.000,chr21,37441675,CBR1;CBR1,TSS1500;TSS1500
cg13665149,0.23,0.001,0.367,1.000,chr9,114557067,,
cg05426069,0.33,0.001,0.367,1.000,chr9,107515201,NIPSNAP3A;NIPSNAP3A,ExonBnd;Body
cg27264051,0.24,0.001,0.367,1.000,chr3,133383895,,
cg27278739,0.30,0.001,0.367,1.000,chr2,25449872,,
cg15741721,0.23,0.001,0.367,1.000,chr8,135594362,ZFAT;ZFAT,Body;Body
cg07361586,0.25,0.001,0.367,1.000,chr1,114202330,MAGI3;MAGI3,Body;Body
cg04154911,0.24,0.001,0.367,1.000,chr2,36725928,CRIM1,Body
cg25189981,0.25,0.001,0.367,1.000,chr20,13937447,SEL1L2;SEL1L2;SEL1L2,Body;Body;Body
cg07145335,-0.19,0.001,0.367,1.000,chr4,178222472,,
cg09922115,0.24,0.001,0.367,1.000,chr12,110434246,GIT2;GIT2;GIT2;GIT2;GIT2;GIT2,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg21764743,0.22,0.001,0.367,1.000,chr5,143300259,,
cg04991337,0.46,0.001,0.367,1.000,chr3,182817223,MCCC1,1stExon
cg15316475,0.14,0.001,0.367,1.000,chr2,161523447,,
cg00428457,0.22,0.001,0.367,1.000,chr2,119887680,,
cg18578898,0.31,0.001,0.367,1.000,chr4,122086698,TNIP3;TNIP3,5'UTR;TSS1500
cg13243674,0.21,0.001,0.367,1.000,chr1,6149444,KCNAB2;KCNAB2,Body;Body
cg00356325,0.24,0.001,0.367,1.000,chr7,70976435,WBSCR17,Body
cg11489026,0.25,0.001,0.367,1.000,chr19,46008777,,
cg22841716,0.23,0.001,0.367,1.000,chr5,131704792,SLC22A5;SLC22A5;LOC553103,TSS1500;TSS1500;Body
cg04862676,0.29,0.001,0.367,1.000,chr9,80426938,GNAQ,Body
cg14043482,0.21,0.001,0.367,1.000,chr1,8836505,RERE;RERE,5'UTR;5'UTR
cg02826735,-0.32,0.001,0.367,1.000,chr2,241580564,,
cg07591869,0.19,0.001,0.367,1.000,chr4,75247419,EREG,Body
cg06263077,0.55,0.001,0.367,1.000,chr11,126156996,TIRAP;TIRAP,5'UTR;5'UTR
cg07850135,0.27,0.001,0.367,1.000,chr3,60416815,FHIT;FHIT,Body;Body
cg20985755,0.59,0.001,0.367,1.000,chr3,24536474,THRB;THRB;THRB,TSS200;TSS200;TSS1500
cg20994596,0.27,0.001,0.367,1.000,chr22,27857335,,
cg03378334,0.21,0.001,0.367,1.000,chr2,172674972,SLC25A12;SLC25A12,Body;Body
cg23633671,0.20,0.001,0.368,1.000,chr10,85033770,,
cg05001024,0.20,0.001,0.368,1.000,chr4,438084,ABCA11P;ZNF721,Body;Body
cg22449863,0.22,0.001,0.368,1.000,chr3,49968246,MON1A;MON1A,TSS1500;TSS1500
cg25413347,0.24,0.001,0.368,1.000,chr7,44279938,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,Body;Body;Body;Body;Body;Body;Body;Body
cg23181590,0.23,0.001,0.368,1.000,chr8,81788187,ZNF704,TSS1500
cg17389050,0.33,0.001,0.368,1.000,chr1,228452148,OBSCN;OBSCN;OBSCN,Body;Body;Body
cg01704823,0.25,0.001,0.368,1.000,chr19,7113491,INSR;INSR,3'UTR;3'UTR
cg07423892,1.17,0.001,0.368,1.000,chr1,236956644,,
cg14542876,0.21,0.001,0.368,1.000,chr10,106012745,GSTO1,TSS1500
cg12280343,0.20,0.001,0.368,1.000,chr5,45793663,,
cg18326578,-0.23,0.001,0.368,1.000,chr19,55677993,C19orf51,1stExon
cg15578332,0.23,0.001,0.368,1.000,chr3,195870249,,
cg21732375,0.22,0.001,0.368,1.000,chr13,31366378,,
cg26079791,0.23,0.001,0.368,1.000,chr22,21133174,SERPIND1;PI4KA,5'UTR;Body
cg10709282,0.33,0.001,0.368,1.000,chr8,29172607,,
cg26697310,0.16,0.001,0.368,1.000,chr8,41542172,ANK1;ANK1;ANK1;ANK1;ANK1,Body;Body;Body;Body;Body
cg03186817,0.32,0.001,0.368,1.000,chr1,115024981,TRIM33;TRIM33,Body;Body
cg20074307,0.19,0.001,0.368,1.000,chr14,55092491,SAMD4A;SAMD4A,Body;Body
cg06174772,0.38,0.001,0.368,1.000,chr2,182611466,,
cg10158681,-0.17,0.001,0.368,1.000,chr10,5060432,AKR1C2;AKR1C2,TSS1500;TSS1500
cg21366602,0.17,0.001,0.368,1.000,chr1,51887613,EPS15;EPS15,1stExon;Body
cg18870751,-0.29,0.001,0.368,1.000,chr12,750376,NINJ2;NINJ2;LOC100049716,Body;5'UTR;Body
cg17992034,0.16,0.001,0.368,1.000,chr6,144711370,UTRN,Body
cg16044672,0.25,0.001,0.368,1.000,chr5,59141809,PDE4D;PDE4D,Body;Body
cg25555698,0.23,0.001,0.368,1.000,chr2,98362834,,
cg15156556,0.33,0.001,0.368,1.000,chr20,9543658,PAK7;PAK7;PAK7;PAK7,ExonBnd;ExonBnd;Body;Body
cg10485633,0.27,0.001,0.368,1.000,chr5,63253616,,
cg26806357,0.27,0.001,0.368,1.000,chr5,117377831,LOC102467224,Body
cg04576842,0.19,0.001,0.368,1.000,chr4,23901026,,
cg07168204,0.21,0.001,0.368,1.000,chr5,149864599,,
cg04382220,0.22,0.001,0.368,1.000,chr6,170894929,PDCD2;PDCD2;PDCD2;PDCD2;PDCD2;PDCD2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg15823438,0.36,0.001,0.368,1.000,chr14,104834351,,
cg19618038,0.24,0.001,0.368,1.000,chr17,29891020,,
cg11722969,0.26,0.001,0.368,1.000,chr1,1452371,ATAD3A;ATAD3A;ATAD3A,Body;Body;Body
cg09404256,0.23,0.001,0.368,1.000,chr19,35759233,USF2;USF2,TSS1500;TSS1500
cg26937637,-0.25,0.001,0.368,1.000,chr5,130749792,,
cg05560712,0.22,0.001,0.368,1.000,chr16,28930947,RABEP2,Body
cg09609708,0.25,0.001,0.369,1.000,chr19,48629484,LIG1;LIG1;LIG1;LIG1,Body;Body;Body;Body
cg21510150,0.19,0.001,0.369,1.000,chr3,11137697,,
cg13381486,0.18,0.001,0.369,1.000,chr2,131513632,FAM123C;FAM123C;FAM123C;FAM123C,TSS1500;5'UTR;5'UTR;TSS1500
cg17169791,0.26,0.001,0.369,1.000,chr6,111330289,RPF2;RPF2,Body;Body
cg08638572,0.28,0.001,0.369,1.000,chr5,142106006,,
cg13367849,0.23,0.001,0.369,1.000,chr14,25721875,,
cg08371050,0.23,0.001,0.369,1.000,chr7,90192576,,
cg15114522,0.23,0.001,0.369,1.000,chr2,9800451,,
cg27323975,0.22,0.001,0.369,1.000,chr12,129436478,GLT1D1,Body
cg20540428,-0.53,0.001,0.369,1.000,chr3,73045686,PPP4R2,TSS1500
cg14111612,0.29,0.001,0.369,1.000,chr15,33191152,FMN1;FMN1,Body;Body
cg15482813,0.33,0.001,0.369,1.000,chr4,122854315,TRPC3;TRPC3,TSS200;Body
cg21531150,0.22,0.001,0.369,1.000,chr8,17459884,PDGFRL,Body
cg03214622,0.24,0.001,0.370,1.000,chr17,77115633,HRNBP3,5'UTR
cg26299841,0.22,0.001,0.370,1.000,chr7,143084896,ZYX;ZYX,Body;Body
cg02492146,0.17,0.001,0.370,1.000,chr16,23579867,UBFD1,Body
cg03347944,0.26,0.001,0.370,1.000,chr1,91317001,,
cg08943714,0.26,0.001,0.370,1.000,chr6,139470282,HECA,Body
cg08299454,0.25,0.001,0.370,1.000,chr8,42010433,AP3M2;AP3M2,TSS200;TSS200
cg05414781,0.43,0.001,0.370,1.000,chr5,42874955,,
cg24797104,0.20,0.001,0.370,1.000,chr21,45274179,,
cg01405879,0.22,0.001,0.370,1.000,chr10,441309,DIP2C,Body
cg12900561,0.23,0.001,0.370,1.000,chr16,2187941,,
cg13938376,0.22,0.001,0.370,1.000,chr12,10322191,OLR1;OLR1;OLR1;TMEM52B,Body;Body;Body;TSS1500
cg12763523,-0.32,0.001,0.370,1.000,chr10,73563799,CDH23;CDH23;CDH23,Body;Body;Body
cg12597112,0.44,0.001,0.370,1.000,chr20,2187673,LOC388780;LOC388780,5'UTR;1stExon
cg23633624,-0.42,0.001,0.370,1.000,chr8,95909079,,
cg00415729,0.28,0.001,0.370,1.000,chr6,25122752,CMAHP;CMAHP,Body;Body
cg10413475,0.23,0.001,0.370,1.000,chr8,119558921,SAMD12;SAMD12,Body;Body
cg05063537,0.22,0.001,0.370,1.000,chr11,18815752,PTPN5,TSS1500
cg23608779,0.20,0.001,0.370,1.000,chr11,94300577,PIWIL4;PIWIL4,1stExon;5'UTR
cg08673532,0.20,0.001,0.370,1.000,chr16,87422913,FBXO31,Body
cg05491166,0.24,0.001,0.370,1.000,chr11,19885901,NAV2;NAV2;NAV2,Body;Body;Body
cg22298236,0.27,0.001,0.370,1.000,chr3,150496799,,
cg14158583,0.26,0.001,0.370,1.000,chr1,161059458,PVRL4,TSS200
cg14037484,-0.41,0.001,0.370,1.000,chr1,235490207,ARID4B;ARID4B,Body;Body
cg11885355,0.22,0.001,0.370,1.000,chr1,17420539,PADI2,Body
cg02477931,0.21,0.001,0.370,1.000,chr11,131532721,NTM,Body
cg02816348,0.20,0.001,0.370,1.000,chr15,33600254,,
cg23457363,0.27,0.001,0.370,1.000,chr17,1449020,PITPNA,Body
cg21153839,0.21,0.001,0.370,1.000,chr2,27190789,,
cg09501314,0.23,0.001,0.370,1.000,chr15,25919674,,
cg10365227,-0.20,0.001,0.370,1.000,chr6,109777193,MICAL1;MICAL1,TSS200;TSS200
cg22240437,0.29,0.001,0.370,1.000,chr2,99814957,MRPL30;MRPL30,3'UTR;Body
cg06263250,0.19,0.001,0.370,1.000,chr11,10930482,,
cg09874289,0.21,0.001,0.370,1.000,chr19,17008193,CPAMD8,Body
cg18719938,0.22,0.001,0.370,1.000,chr11,43457668,TTC17;TTC17,Body;Body
cg25381747,0.25,0.001,0.370,1.000,chr10,115425899,,
cg02832997,0.30,0.001,0.370,1.000,chr21,47878903,DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A;DIP2A,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;1stExon;1stExon
cg26785234,0.24,0.001,0.370,1.000,chr6,32135803,EGFL8,3'UTR
cg18944209,0.23,0.001,0.370,1.000,chr6,125601706,HDDC2,Body
cg09889165,0.25,0.001,0.370,1.000,chr20,61973086,,
cg02667677,0.29,0.001,0.370,1.000,chr6,106545984,PRDM1;PRDM1,Body;TSS1500
cg24443250,0.29,0.001,0.370,1.000,chr9,117693010,TNFSF8,TSS1500
cg10325088,0.24,0.001,0.370,1.000,chr1,217724849,GPATCH2,Body
cg00720193,0.18,0.001,0.370,1.000,chr13,20693122,,
cg04803956,0.23,0.001,0.370,1.000,chr2,242648702,ING5,Body
cg24947082,0.16,0.001,0.370,1.000,chr5,179402852,RNF130;RNF130,Body;Body
cg16845265,0.23,0.001,0.370,1.000,chr2,23108342,,
cg02033008,0.20,0.001,0.370,1.000,chr12,123567262,PITPNM2;PITPNM2;LOC100507091,5'UTR;5'UTR;Body
cg11161622,0.29,0.001,0.371,1.000,chr1,155679378,DAP3;DAP3;DAP3;DAP3;DAP3,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg00782124,0.22,0.001,0.371,1.000,chr8,29206517,DUSP4;DUSP4,TSS200;Body
cg11903854,0.24,0.001,0.371,1.000,chr6,3292969,SLC22A23;SLC22A23,Body;Body
cg00900704,-0.17,0.001,0.371,1.000,chr6,133135564,RPS12;SNORD101,TSS200;TSS1500
cg27600433,0.23,0.001,0.371,1.000,chr6,44669579,,
cg12432846,-0.37,0.001,0.371,1.000,chr1,85741899,BCL10,Body
cg17129017,0.21,0.001,0.371,1.000,chr19,4566400,,
cg16511494,0.21,0.001,0.371,1.000,chr1,209788337,LAMB3;LAMB3;LAMB3,3'UTR;3'UTR;3'UTR
cg20675242,0.25,0.001,0.371,1.000,chr2,204268866,ABI2;ABI2;ABI2;ABI2;ABI2,Body;Body;Body;Body;Body
cg04123373,0.20,0.001,0.371,1.000,chr1,44411915,IPO13,TSS1500
cg26436241,0.26,0.001,0.371,1.000,chr12,75958218,,
cg00018305,0.19,0.001,0.371,1.000,chr17,80539086,FOXK2,Body
cg07297198,0.23,0.001,0.371,1.000,chr20,49093223,,
cg17647004,0.23,0.001,0.371,1.000,chr7,132937623,EXOC4;EXOC4,TSS200;TSS200
cg12388682,0.20,0.001,0.371,1.000,chr3,71806286,,
cg09364426,0.28,0.001,0.371,1.000,chr1,163201346,,
cg09786362,0.19,0.001,0.371,1.000,chr14,39575889,,
cg10343985,0.26,0.001,0.371,1.000,chr1,236792317,,
cg04793676,0.28,0.001,0.371,1.000,chr20,20202163,CFAP61,Body
cg07634101,0.45,0.001,0.371,1.000,chr3,182816873,MCCC1,Body
cg12661311,0.28,0.001,0.371,1.000,chr8,79502182,PKIA;PKIA,5'UTR;5'UTR
cg00077297,0.27,0.001,0.371,1.000,chr15,79505621,,
cg17414020,0.20,0.001,0.371,1.000,chr19,36565617,WDR62;WDR62,Body;Body
cg02322135,0.25,0.001,0.371,1.000,chr4,113969312,ANK2;ANK2;ANK2,TSS1500;TSS1500;Body
cg27322545,0.46,0.001,0.371,1.000,chr9,26946855,IFT74;IFT74;PLAA,TSS1500;TSS200;Body
cg05355674,0.20,0.001,0.371,1.000,chr20,40328860,,
cg20442816,-0.29,0.001,0.371,1.000,chr1,91406033,ZNF644;ZNF644;ZNF644,Body;Body;Body
cg10924006,0.83,0.001,0.371,1.000,chr6,150991513,PLEKHG1,5'UTR
cg08662213,0.29,0.001,0.371,1.000,chr2,214159944,SPAG16;SPAG16;SPAG16;SPAG16,Body;Body;Body;Body
cg23609650,0.19,0.001,0.371,1.000,chr1,27287776,C1orf172,TSS1500
cg00412851,0.23,0.001,0.371,1.000,chr6,15463343,JARID2,Body
cg17030437,0.26,0.001,0.371,1.000,chr20,31465459,,
cg01388889,0.17,0.001,0.371,1.000,chr13,112508206,,
cg14077967,0.39,0.001,0.372,1.000,chr19,52931396,,
cg00921266,-0.30,0.001,0.372,1.000,chr7,27153663,HOXA3;HOXA3;HOXA3,5'UTR;5'UTR;TSS200
cg08045431,0.25,0.001,0.372,1.000,chr16,73544004,,
cg15505320,-0.76,0.001,0.372,1.000,chr5,179707920,MAPK9;MAPK9;MAPK9;MAPK9;MAPK9;MAPK9,TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg05775332,0.22,0.001,0.372,1.000,chr21,45437818,TRAPPC10,Body
cg11118112,0.28,0.001,0.372,1.000,chr14,77460695,,
cg18498623,0.23,0.001,0.372,1.000,chr16,50838040,,
cg15399658,0.21,0.001,0.372,1.000,chr3,125164289,,
cg11494149,0.23,0.001,0.372,1.000,chr3,20227091,SGOL1;SGOL1;SGOL1;SGOL1;SGOL1;SGOL1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg00773217,0.21,0.001,0.372,1.000,chr3,9412849,THUMPD3;THUMPD3,Body;Body
cg11183292,-0.20,0.001,0.372,1.000,chr12,12369502,LRP6,Body
cg02117342,0.27,0.001,0.372,1.000,chr7,30408819,DKFZP586I1420,TSS1500
cg12189969,0.22,0.001,0.372,1.000,chr14,67730697,MPP5;MPP5,5'UTR;5'UTR
cg11808007,0.26,0.001,0.372,1.000,chr13,113713914,MCF2L;MCF2L,Body;Body
cg00383020,0.16,0.001,0.372,1.000,chr1,23002541,,
cg10791884,0.23,0.001,0.372,1.000,chr8,69879951,,
cg27275398,0.25,0.001,0.372,1.000,chr2,53479683,,
cg19536508,0.24,0.001,0.372,1.000,chr10,13936296,FRMD4A,Body
cg08368792,0.23,0.001,0.372,1.000,chr5,68411954,SLC30A5,Body
cg07023594,0.23,0.001,0.372,1.000,chr12,3950698,PARP11,Body
cg10541930,0.48,0.001,0.372,1.000,chr10,131909085,,
cg13973816,-0.24,0.001,0.372,1.000,chr15,85174719,SCAND2;SCAND2,Body;Body
cg01289900,-0.21,0.001,0.372,1.000,chr7,123099341,IQUB;IQUB;IQUB;IQUB,Body;Body;Body;Body
cg25124361,0.27,0.001,0.372,1.000,chr10,129949871,,
cg09084045,-0.22,0.001,0.372,1.000,chr10,46168241,ZFAND4;ZFAND4;ZFAND4;ZFAND4;ZFAND4;ZFAND4;ZFAND4,5'UTR;1stExon;1stExon;TSS200;TSS200;5'UTR;Body
cg11635162,0.19,0.001,0.372,1.000,chr6,24342155,DCDC2;DCDC2,Body;Body
cg08737136,-0.27,0.001,0.372,1.000,chr1,38231880,EPHA10;EPHA10,TSS1500;TSS1500
cg09378499,0.26,0.001,0.372,1.000,chr13,26646431,,
cg00465337,0.18,0.001,0.372,1.000,chr10,15145341,RPP38;RPP38;RPP38,Body;Body;Body
cg00951108,0.22,0.001,0.372,1.000,chr1,110416982,,
cg09610179,0.83,0.001,0.372,1.000,chr2,101258453,,
cg20564739,0.24,0.001,0.372,1.000,chr1,110271634,,
cg05170671,0.26,0.001,0.372,1.000,chr6,164393586,,
cg20272146,0.32,0.001,0.372,1.000,chr14,91866685,CCDC88C,Body
cg03065803,0.24,0.001,0.372,1.000,chr10,73576273,PSAP;PSAP;PSAP,3'UTR;3'UTR;3'UTR
cg04724277,-0.33,0.001,0.372,1.000,chr1,150266158,MRPS21;MRPS21,TSS200;TSS200
cg00006183,0.26,0.001,0.372,1.000,chr5,151038878,,
cg23149852,0.23,0.001,0.372,1.000,chr11,116344575,,
cg08551019,0.57,0.001,0.372,1.000,chr9,4147699,GLIS3;GLIS3,5'UTR;Body
cg07340881,-0.19,0.001,0.372,1.000,chr17,73629241,SMIM5;RECQL5,TSS1500;Body
cg16672904,0.21,0.001,0.372,1.000,chr8,143434042,TSNARE1,Body
cg00696567,-0.38,0.001,0.372,1.000,chr16,25042924,,
cg09994724,0.19,0.001,0.372,1.000,chr11,123986111,VWA5A;VWA5A;VWA5A;VWA5A;VWA5A;VWA5A,1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon
cg27250139,-0.31,0.001,0.372,1.000,chr8,9912632,MSRA;MSRA,Body;Body
cg09269103,0.25,0.001,0.372,1.000,chr10,104155497,NFKB2;NFKB2;NFKB2;NFKB2,5'UTR;5'UTR;5'UTR;1stExon
cg17739287,0.23,0.001,0.373,1.000,chr21,33976522,C21orf59;C21orf59,Body;Body
cg16341373,-0.37,0.001,0.373,1.000,chr1,38157962,CDCA8,TSS200
cg04279633,0.18,0.001,0.373,1.000,chr9,133305662,HMCN2;HMCN2,ExonBnd;Body
cg05926928,0.73,0.001,0.373,1.000,chr17,57297772,GDPD1;GDPD1;GDPD1,TSS200;TSS200;TSS200
cg03463287,0.23,0.001,0.373,1.000,chr2,163163925,IFIH1,Body
cg23798306,0.24,0.001,0.373,1.000,chr20,4026761,,
cg17419353,0.23,0.001,0.373,1.000,chr22,24219203,SLC2A11;SLC2A11;SLC2A11;SLC2A11;SLC2A11;SLC2A11,Body;Body;Body;Body;Body;Body
cg04721741,0.21,0.001,0.373,1.000,chr2,65580186,SPRED2;SPRED2,Body;Body
cg21898844,0.17,0.001,0.373,1.000,chr14,89628169,FOXN3;FOXN3,3'UTR;3'UTR
cg23300368,-0.49,0.001,0.373,1.000,chr8,68864908,PREX2;PREX2,Body;Body
cg07833083,0.30,0.001,0.373,1.000,chr1,75547360,,
cg18862687,0.21,0.001,0.373,1.000,chr15,45415066,DUOXA1;DUOXA1;DUOXA1;DUOXA1;DUOXA1;DUOXA1;DUOXA1;DUOXA1;DUOXA1;DUOXA1,Body;Body;Body;Body;ExonBnd;ExonBnd;ExonBnd;ExonBnd;1stExon;1stExon
cg23557545,0.30,0.001,0.373,1.000,chr6,11009768,ELOVL2,Body
cg24026757,-0.17,0.001,0.373,1.000,chr18,12407806,SLMO1;SLMO1,TSS200;TSS200
cg12736577,0.22,0.001,0.373,1.000,chr2,52480467,,
cg10380926,0.23,0.001,0.373,1.000,chr10,27659156,,
cg19574479,0.25,0.001,0.373,1.000,chr5,525440,SLC9A3;SLC9A3,TSS1500;TSS1500
cg03682498,0.22,0.001,0.373,1.000,chr10,28270993,ARMC4;ARMC4;ARMC4,TSS200;Body;Body
cg25602225,0.24,0.001,0.373,1.000,chr11,45355222,,
cg12277784,0.23,0.001,0.373,1.000,chr8,107459734,OXR1;OXR1;OXR1,TSS1500;Body;Body
cg18351624,0.22,0.001,0.373,1.000,chr5,115357684,LVRN,Body
cg19143239,0.27,0.001,0.373,1.000,chr2,64777668,AFTPH;AFTPH;AFTPH,5'UTR;5'UTR;5'UTR
cg03666053,0.23,0.001,0.373,1.000,chr4,2765951,,
